Source,Target,Type,Weight
A792,A1853,Undirected,1
A506,A4697,Undirected,2
A2319,A3004,Undirected,1
A886,A3146,Undirected,1
A1262,A1815,Undirected,2
A444,A4299,Undirected,1
A726,A1815,Undirected,2
A1262,A4397,Undirected,1
A4096,A4459,Undirected,1
A4468,A4595,Undirected,1
A2132,A3962,Undirected,1
A592,A1637,Undirected,1
A1618,A2456,Undirected,1
A311,A3492,Undirected,1
A1841,A2530,Undirected,1
A1634,A2810,Undirected,1
A1178,A4425,Undirected,1
A1326,A4052,Undirected,1
A1439,A5418,Undirected,1
A1312,A1727,Undirected,2
A1599,A1637,Undirected,1
A1808,A2427,Undirected,1
A1394,A4902,Undirected,1
A3004,A3168,Undirected,1
A550,A3788,Undirected,1
A1326,A3962,Undirected,5
A4705,A5418,Undirected,14
A1326,A3442,Undirected,1
A2572,A4291,Undirected,1
A506,A1210,Undirected,1
A1681,A2427,Undirected,1
A76,A5381,Undirected,1
A1004,A4703,Undirected,1
A564,A3135,Undirected,1
A1853,A3092,Undirected,1
A604,A1435,Undirected,1
A2444,A4056,Undirected,1
A1325,A2603,Undirected,1
A3004,A4904,Undirected,1
A166,A5144,Undirected,1
A5088,A5397,Undirected,1
A363,A2009,Undirected,1
A526,A4041,Undirected,1
A255,A4288,Undirected,1
A255,A1326,Undirected,2
A3255,A3356,Undirected,1
A1615,A2979,Undirected,1
A2990,A3161,Undirected,1
A3488,A4054,Undirected,1
A2132,A2753,Undirected,1
A4676,A4705,Undirected,1
A5317,A5469,Undirected,1
A271,A726,Undirected,1
A2960,A4413,Undirected,1
A779,A1348,Undirected,1
A1359,A3807,Undirected,1
A2132,A3206,Undirected,1
A1749,A2373,Undirected,1
A2342,A3004,Undirected,1
A4902,A5195,Undirected,1
A3242,A4976,Undirected,1
A1232,A4705,Undirected,2
A879,A3868,Undirected,1
A3273,A4106,Undirected,1
A1657,A1662,Undirected,1
A1818,A3658,Undirected,1
A1815,A5401,Undirected,1
A242,A1504,Undirected,1
A1662,A2649,Undirected,1
A242,A1326,Undirected,1
A105,A1897,Undirected,1
A365,A1326,Undirected,1
A1727,A3201,Undirected,1
A438,A4058,Undirected,3
A255,A776,Undirected,1
A4114,A4991,Undirected,1
A1064,A2791,Undirected,1
A2917,A3050,Undirected,1
A908,A3201,Undirected,2
A1181,A1662,Undirected,1
A116,A1616,Undirected,1
A2087,A2764,Undirected,1
A2582,A2614,Undirected,1
A832,A1618,Undirected,1
A5107,A5401,Undirected,1
A2387,A3092,Undirected,1
A3971,A5394,Undirected,1
A1618,A5385,Undirected,1
A1898,A2841,Undirected,1
A1897,A3932,Undirected,1
A564,A903,Undirected,1
A978,A4386,Undirected,1
A673,A3646,Undirected,1
A1368,A3515,Undirected,1
A904,A1965,Undirected,1
A278,A908,Undirected,1
A4131,A5064,Undirected,1
A242,A776,Undirected,1
A2193,A5349,Undirected,1
A3554,A4087,Undirected,1
A1815,A2649,Undirected,1
A2572,A4054,Undirected,2
A1897,A3050,Undirected,1
A1897,A5418,Undirected,2
A3650,A4697,Undirected,1
A248,A726,Undirected,1
A91,A2805,Undirected,1
A3825,A3932,Undirected,2
A248,A3005,Undirected,1
A1358,A3957,Undirected,1
A651,A2977,Undirected,1
A2352,A2604,Undirected,1
A2527,A2536,Undirected,1
A4752,A5385,Undirected,1
A317,A2837,Undirected,1
A4382,A4752,Undirected,1
A1510,A5208,Undirected,1
A2218,A4517,Undirected,2
A1057,A1790,Undirected,1
A437,A702,Undirected,1
A1815,A4577,Undirected,1
A564,A1725,Undirected,1
A4468,A5144,Undirected,1
A564,A2319,Undirected,1
A3606,A5416,Undirected,1
A1536,A1622,Undirected,1
A1515,A1898,Undirected,2
A268,A4316,Undirected,1
A795,A4131,Undirected,1
A3745,A4108,Undirected,1
A622,A2955,Undirected,1
A3824,A5135,Undirected,1
A1057,A1443,Undirected,1
A1618,A3665,Undirected,2
A1262,A2527,Undirected,1
A3831,A5401,Undirected,1
A1727,A3213,Undirected,1
A255,A364,Undirected,1
A1725,A3831,Undirected,1
A1824,A3146,Undirected,1
A737,A2208,Undirected,1
A1460,A3041,Undirected,1
A297,A3868,Undirected,1
A116,A1618,Undirected,1
A795,A1460,Undirected,1
A3187,A5418,Undirected,2
A44,A5146,Undirected,1
A1618,A2663,Undirected,1
A364,A2529,Undirected,1
A4336,A4510,Undirected,1
A506,A3106,Undirected,1
A904,A3934,Undirected,1
A3595,A3932,Undirected,1
A3004,A4954,Undirected,1
A1181,A3004,Undirected,1
A3335,A3748,Undirected,1
A1448,A4917,Undirected,1
A1170,A4555,Undirected,1
A30,A4409,Undirected,1
A1326,A3306,Undirected,1
A1662,A1815,Undirected,2
A670,A2871,Undirected,1
A1727,A3606,Undirected,1
A1067,A5361,Undirected,1
A890,A1898,Undirected,1
A1657,A1898,Undirected,4
A1358,A5469,Undirected,1
A3602,A5418,Undirected,1
A2623,A3788,Undirected,1
A1749,A1818,Undirected,1
A2939,A3962,Undirected,1
A3554,A4705,Undirected,2
A5045,A5303,Undirected,1
A4054,A5418,Undirected,27
A3776,A4658,Undirected,1
A4555,A4813,Undirected,1
A271,A5284,Undirected,1
A1599,A4697,Undirected,1
A2430,A2478,Undirected,2
A1263,A5246,Undirected,1
A2529,A5418,Undirected,1
A1326,A3745,Undirected,2
A2413,A3793,Undirected,1
A1932,A4976,Undirected,1
A2372,A3769,Undirected,1
A1815,A4313,Undirected,1
A4337,A5401,Undirected,2
A1865,A4409,Undirected,1
A458,A4697,Undirected,1
A506,A4397,Undirected,1
A2312,A2568,Undirected,1
A2430,A4949,Undirected,1
A1326,A3894,Undirected,1
A255,A4741,Undirected,1
A1825,A4846,Undirected,1
A2952,A5418,Undirected,2
A1815,A1815,Undirected,1
A4725,A4797,Undirected,1
A1057,A3004,Undirected,1
A364,A4101,Undirected,1
A1012,A1370,Undirected,1
A1629,A4811,Undirected,1
A1618,A1622,Undirected,2
A2045,A2459,Undirected,1
A1115,A2342,Undirected,1
A1618,A4503,Undirected,1
A3004,A4108,Undirected,5
A1326,A3443,Undirected,1
A3560,A4386,Undirected,1
A3580,A4058,Undirected,1
A1315,A4676,Undirected,1
A1932,A2375,Undirected,1
A1703,A4813,Undirected,1
A3201,A3932,Undirected,1
A947,A3168,Undirected,1
A1460,A3932,Undirected,2
A36,A2338,Undirected,1
A3741,A5418,Undirected,1
A1790,A1831,Undirected,2
A2345,A4555,Undirected,1
A1262,A4101,Undirected,1
A3932,A5195,Undirected,1
A1727,A4336,Undirected,1
A2904,A2977,Undirected,1
A1599,A4409,Undirected,1
A1509,A3298,Undirected,1
A1898,A3206,Undirected,1
A670,A2745,Undirected,1
A1790,A3127,Undirected,1
A1133,A3004,Undirected,1
A1615,A2611,Undirected,1
A1417,A4705,Undirected,1
A4538,A5058,Undirected,1
A1296,A3705,Undirected,1
A3201,A5418,Undirected,4
A1460,A5418,Undirected,1
A116,A5053,Undirected,1
A2324,A3445,Undirected,1
A2427,A2841,Undirected,4
A1731,A3362,Undirected,1
A1205,A4697,Undirected,1
A726,A2425,Undirected,2
A4052,A5370,Undirected,1
A515,A1599,Undirected,1
A357,A1537,Undirected,1
A1657,A4705,Undirected,2
A2821,A4705,Undirected,1
A285,A4653,Undirected,2
A2683,A3793,Undirected,1
A1133,A1898,Undirected,2
A3932,A4313,Undirected,2
A4274,A5094,Undirected,1
A2616,A5027,Undirected,1
A506,A2208,Undirected,1
A1287,A3046,Undirected,1
A1390,A1435,Undirected,1
A506,A2312,Undirected,1
A1209,A3645,Undirected,1
A1790,A4016,Undirected,1
A1312,A1599,Undirected,1
A4058,A4336,Undirected,2
A1768,A4188,Undirected,1
A1169,A3226,Undirected,1
A1170,A5246,Undirected,1
A1390,A4514,Undirected,1
A1536,A1749,Undirected,1
A2074,A4976,Undirected,1
A2447,A3647,Undirected,1
A1223,A2958,Undirected,1
A3025,A4468,Undirected,1
A458,A5391,Undirected,1
A232,A4187,Undirected,1
A1368,A2878,Undirected,1
A1326,A4946,Undirected,1
A533,A896,Undirected,1
A592,A3273,Undirected,1
A1804,A2891,Undirected,1
A3201,A4517,Undirected,1
A1989,A2692,Undirected,1
A297,A1964,Undirected,1
A4283,A5418,Undirected,1
A283,A5246,Undirected,1
A461,A2830,Undirected,1
A1702,A2530,Undirected,1
A437,A4274,Undirected,1
A2692,A3464,Undirected,1
A2032,A2328,Undirected,1
A1400,A1599,Undirected,1
A297,A5424,Undirected,1
A2427,A4072,Undirected,1
A1232,A2891,Undirected,2
A2593,A4705,Undirected,1
A288,A4177,Undirected,1
A1727,A5011,Undirected,1
A372,A3807,Undirected,1
A3872,A4546,Undirected,1
A3234,A3443,Undirected,1
A1236,A1749,Undirected,2
A3004,A4299,Undirected,1
A26,A1599,Undirected,1
A2132,A3421,Undirected,1
A1326,A1467,Undirected,1
A2304,A5401,Undirected,5
A1599,A4230,Undirected,1
A1510,A1897,Undirected,2
A3135,A4705,Undirected,1
A255,A4629,Undirected,1
A3934,A4117,Undirected,1
A2179,A3168,Undirected,1
A2404,A3168,Undirected,1
A1164,A5230,Undirected,1
A4419,A5189,Undirected,1
A3832,A4192,Undirected,1
A904,A4414,Undirected,1
A1790,A5418,Undirected,20
A535,A604,Undirected,1
A519,A3612,Undirected,1
A702,A2132,Undirected,1
A1971,A2429,Undirected,1
A297,A5383,Undirected,1
A372,A1448,Undirected,1
A2956,A5278,Undirected,1
A248,A5189,Undirected,1
A2809,A4117,Undirected,1
A525,A1618,Undirected,1
A2306,A4041,Undirected,1
A792,A1618,Undirected,1
A1727,A2427,Undirected,3
A1897,A1989,Undirected,1
A3004,A4736,Undirected,1
A1064,A4860,Undirected,1
A3206,A3548,Undirected,1
A726,A5333,Undirected,1
A786,A5418,Undirected,1
A3199,A3201,Undirected,1
A506,A4022,Undirected,1
A1262,A1695,Undirected,1
A1368,A2132,Undirected,1
A719,A1790,Undirected,2
A3653,A3861,Undirected,1
A116,A4991,Undirected,1
A779,A4991,Undirected,1
A1467,A2771,Undirected,1
A2132,A2956,Undirected,1
A835,A3793,Undirected,1
A792,A3571,Undirected,1
A2992,A3201,Undirected,1
A904,A3932,Undirected,4
A1690,A3004,Undirected,1
A1808,A3745,Undirected,1
A4200,A5246,Undirected,1
A1367,A2427,Undirected,1
A3146,A3977,Undirected,1
A904,A1275,Undirected,1
A1537,A4064,Undirected,1
A1291,A3554,Undirected,1
A1930,A5401,Undirected,3
A845,A1965,Undirected,1
A1537,A3575,Undirected,1
A1790,A5442,Undirected,1
A3414,A4468,Undirected,1
A2599,A3004,Undirected,2
A276,A1898,Undirected,1
A1368,A3849,Undirected,1
A1599,A3977,Undirected,2
A908,A1326,Undirected,1
A1567,A2427,Undirected,1
A3554,A4058,Undirected,1
A2809,A2811,Undirected,1
A1368,A2383,Undirected,1
A2032,A3586,Undirected,1
A1467,A1662,Undirected,1
A3977,A5361,Undirected,1
A1228,A1634,Undirected,1
A1870,A2022,Undirected,1
A1831,A4165,Undirected,1
A1467,A2470,Undirected,1
A5349,A5388,Undirected,1
A908,A4752,Undirected,1
A1618,A5469,Undirected,1
A3359,A3932,Undirected,1
A1435,A1790,Undirected,1
A3376,A4424,Undirected,1
A702,A3376,Undirected,1
A278,A2304,Undirected,1
A2572,A4108,Undirected,1
A455,A1618,Undirected,1
A3135,A3630,Undirected,1
A1115,A3140,Undirected,1
A1749,A3004,Undirected,5
A74,A947,Undirected,1
A4229,A4337,Undirected,1
A1394,A3004,Undirected,2
A904,A1223,Undirected,1
A5385,A5418,Undirected,1
A607,A5401,Undirected,1
A375,A1217,Undirected,1
A4236,A5284,Undirected,1
A3004,A3831,Undirected,2
A835,A2328,Undirected,1
A1085,A4577,Undirected,1
A3554,A3837,Undirected,1
A3168,A5418,Undirected,2
A74,A2271,Undirected,1
A2427,A4917,Undirected,2
A1348,A5284,Undirected,1
A1169,A1725,Undirected,1
A881,A3540,Undirected,1
A2682,A5382,Undirected,1
A1818,A5401,Undirected,1
A1815,A3461,Undirected,1
A1599,A4514,Undirected,1
A651,A1936,Undirected,1
A1616,A1898,Undirected,1
A2891,A5295,Undirected,1
A1207,A4697,Undirected,1
A1325,A2402,Undirected,1
A1312,A1575,Undirected,1
A598,A1657,Undirected,1
A1448,A3716,Undirected,1
A2795,A4705,Undirected,1
A2715,A3456,Undirected,1
A908,A1368,Undirected,1
A1510,A3890,Undirected,1
A2427,A3932,Undirected,10
A2599,A4291,Undirected,1
A1983,A4705,Undirected,1
A1618,A3868,Undirected,2
A19,A1790,Undirected,1
A405,A3411,Undirected,1
A2074,A3231,Undirected,1
A438,A2304,Undirected,2
A4697,A5418,Undirected,3
A1560,A4409,Undirected,1
A1831,A5418,Undirected,2
A769,A4425,Undirected,1
A1829,A1829,Undirected,1
A564,A1897,Undirected,1
A2913,A3270,Undirected,1
A2789,A3201,Undirected,2
A630,A2427,Undirected,1
A1815,A3673,Undirected,1
A1027,A1599,Undirected,1
A3367,A3645,Undirected,1
A2304,A3685,Undirected,1
A3004,A5278,Undirected,1
A1815,A2425,Undirected,1
A1556,A4967,Undirected,1
A3208,A5147,Undirected,1
A4030,A4409,Undirected,1
A1815,A3168,Undirected,1
A5189,A5189,Undirected,2
A1280,A3650,Undirected,1
A1515,A2221,Undirected,1
A2830,A4705,Undirected,1
A755,A5147,Undirected,1
A276,A2992,Undirected,1
A1824,A3004,Undirected,1
A795,A5064,Undirected,1
A3541,A4736,Undirected,1
A1435,A3004,Undirected,1
A1428,A3004,Undirected,4
A1843,A5246,Undirected,2
A1170,A3748,Undirected,1
A832,A2478,Undirected,1
A702,A4840,Undirected,1
A817,A4409,Undirected,1
A438,A1413,Undirected,1
A1727,A2356,Undirected,1
A438,A1749,Undirected,2
A1515,A2572,Undirected,3
A364,A1460,Undirected,1
A1907,A3004,Undirected,1
A592,A2608,Undirected,1
A3004,A4687,Undirected,1
A1368,A3952,Undirected,1
A3076,A5233,Undirected,1
A1332,A4409,Undirected,1
A2339,A3050,Undirected,1
A1616,A4653,Undirected,1
A2970,A4064,Undirected,1
A1332,A4843,Undirected,1
A406,A835,Undirected,1
A357,A3542,Undirected,1
A835,A3586,Undirected,1
A1359,A4379,Undirected,1
A1635,A2228,Undirected,1
A2074,A2817,Undirected,1
A1702,A5420,Undirected,1
A3445,A3913,Undirected,1
A2970,A3771,Undirected,1
A1898,A2745,Undirected,2
A2304,A2604,Undirected,1
A1263,A1326,Undirected,1
A1326,A4384,Undirected,1
A904,A1576,Undirected,1
A1287,A2611,Undirected,1
A2599,A4054,Undirected,1
A1515,A4273,Undirected,1
A1465,A5469,Undirected,1
A4230,A5420,Undirected,1
A2427,A2743,Undirected,2
A670,A3004,Undirected,4
A4191,A5454,Undirected,1
A2396,A3005,Undirected,1
A1599,A2527,Undirected,1
A1383,A1808,Undirected,1
A1537,A3831,Undirected,1
A1964,A4993,Undirected,1
A3004,A4775,Undirected,1
A1727,A3962,Undirected,1
A2992,A4336,Undirected,1
A152,A2590,Undirected,1
A1170,A2918,Undirected,1
A3306,A4336,Undirected,1
A1576,A2979,Undirected,1
A762,A1326,Undirected,1
A1897,A3298,Undirected,1
A1657,A2572,Undirected,1
A255,A3887,Undirected,1
A1824,A1897,Undirected,1
A988,A4517,Undirected,1
A803,A4624,Undirected,1
A1326,A1662,Undirected,2
A2427,A2631,Undirected,1
A2760,A3962,Undirected,1
A1825,A1948,Undirected,1
A3839,A4419,Undirected,1
A1326,A1790,Undirected,4
A3025,A4595,Undirected,1
A506,A1695,Undirected,1
A152,A3004,Undirected,1
A670,A1898,Undirected,1
A299,A1312,Undirected,1
A5337,A5424,Undirected,1
A1815,A5135,Undirected,1
A904,A3280,Undirected,2
A1856,A4676,Undirected,1
A1294,A1804,Undirected,1
A174,A1576,Undirected,1
A1312,A2210,Undirected,1
A375,A4952,Undirected,1
A1942,A5138,Undirected,1
A1725,A1768,Undirected,1
A2427,A3454,Undirected,1
A1725,A3005,Undirected,1
A779,A1448,Undirected,1
A1020,A1657,Undirected,1
A357,A577,Undirected,1
A319,A3004,Undirected,1
A32,A1725,Undirected,1
A163,A4953,Undirected,1
A2114,A2304,Undirected,1
A1296,A1960,Undirected,1
A2715,A2977,Undirected,1
A1998,A5418,Undirected,1
A2022,A5418,Undirected,1
A2484,A5418,Undirected,1
A1815,A2396,Undirected,1
A3932,A5367,Undirected,1
A726,A4991,Undirected,1
A1414,A2572,Undirected,1
A1815,A3940,Undirected,1
A1467,A4705,Undirected,2
A2254,A2623,Undirected,1
A4336,A5397,Undirected,1
A790,A1708,Undirected,1
A1435,A4705,Undirected,3
A651,A2208,Undirected,1
A1169,A1662,Undirected,1
A2878,A3741,Undirected,1
A1348,A5246,Undirected,1
A353,A2430,Undirected,1
A1576,A2572,Undirected,1
A3004,A5064,Undirected,1
A1247,A2478,Undirected,1
A2364,A3335,Undirected,1
A1454,A4108,Undirected,1
A1618,A3645,Undirected,1
A1275,A2444,Undirected,1
A1989,A4705,Undirected,1
A4056,A4993,Undirected,1
A3962,A4538,Undirected,2
A2447,A5418,Undirected,2
A438,A4041,Undirected,1
A2791,A3099,Undirected,1
A1315,A1856,Undirected,1
A598,A2346,Undirected,1
A2132,A3004,Undirected,6
A1618,A5015,Undirected,1
A1618,A3542,Undirected,1
A737,A4538,Undirected,1
A1599,A4101,Undirected,1
A2530,A4800,Undirected,1
A1312,A4191,Undirected,1
A1839,A4934,Undirected,1
A1725,A1948,Undirected,2
A3554,A4106,Undirected,1
A4624,A5383,Undirected,1
A1133,A2572,Undirected,1
A1436,A3554,Undirected,1
A2427,A3280,Undirected,5
A3932,A5333,Undirected,1
A1326,A3004,Undirected,16
A1725,A2323,Undirected,1
A4870,A5418,Undirected,1
A248,A5362,Undirected,1
A2631,A3004,Undirected,1
A123,A3845,Undirected,1
A3373,A3554,Undirected,1
A4336,A5317,Undirected,1
A811,A4072,Undirected,1
A515,A3445,Undirected,1
A1206,A4269,Undirected,1
A2086,A4284,Undirected,1
A32,A365,Undirected,1
A2609,A4041,Undirected,1
A1907,A4428,Undirected,1
A1599,A2922,Undirected,1
A779,A1615,Undirected,1
A1790,A3744,Undirected,1
A1681,A3030,Undirected,1
A3962,A4991,Undirected,1
A1599,A5420,Undirected,1
A1326,A1898,Undirected,6
A2375,A4976,Undirected,1
A1312,A3445,Undirected,1
A2478,A2816,Undirected,1
A790,A3648,Undirected,1
A1236,A5418,Undirected,1
A1790,A5401,Undirected,4
A4054,A4397,Undirected,1
A533,A1870,Undirected,1
A1725,A2507,Undirected,1
A2007,A5418,Undirected,1
A2177,A4116,Undirected,1
A1820,A4054,Undirected,1
A2790,A5162,Undirected,1
A3280,A5397,Undirected,1
A3201,A3768,Undirected,1
A1815,A3946,Undirected,1
A2841,A5284,Undirected,1
A59,A4260,Undirected,1
A974,A3050,Undirected,1
A974,A5418,Undirected,2
A792,A873,Undirected,1
A1087,A1639,Undirected,1
A1815,A4108,Undirected,1
A2984,A3168,Undirected,1
A417,A3004,Undirected,1
A438,A4124,Undirected,1
A2110,A3803,Undirected,1
A3201,A4570,Undirected,1
A3117,A4101,Undirected,1
A4595,A5144,Undirected,1
A459,A4697,Undirected,1
A1629,A4705,Undirected,1
A2091,A5401,Undirected,1
A998,A4419,Undirected,1
A2572,A2761,Undirected,1
A764,A1043,Undirected,1
A1368,A3201,Undirected,2
A564,A2316,Undirected,1
A1326,A3199,Undirected,1
A1815,A5385,Undirected,1
A737,A5071,Undirected,1
A2427,A4466,Undirected,1
A1790,A2649,Undirected,1
A1443,A2184,Undirected,1
A2905,A4653,Undirected,1
A4065,A4555,Undirected,1
A4326,A5418,Undirected,1
A1262,A3208,Undirected,1
A904,A5401,Undirected,2
A3445,A4383,Undirected,2
A1662,A3414,Undirected,1
A1601,A2704,Undirected,1
A273,A5403,Undirected,1
A248,A5256,Undirected,1
A3807,A4204,Undirected,1
A630,A4337,Undirected,1
A3910,A4239,Undirected,1
A1983,A2572,Undirected,1
A1021,A4022,Undirected,1
A1515,A1960,Undirected,1
A1428,A1556,Undirected,1
A2304,A3168,Undirected,1
A3859,A5361,Undirected,1
A1325,A1897,Undirected,2
A2761,A4948,Undirected,1
A46,A3380,Undirected,3
A792,A3807,Undirected,1
A2014,A2429,Undirected,1
A799,A2402,Undirected,1
A1921,A4420,Undirected,1
A1848,A2478,Undirected,1
A4114,A4966,Undirected,1
A1536,A1637,Undirected,1
A1825,A4084,Undirected,1
A988,A1989,Undirected,1
A4479,A5418,Undirected,1
A506,A4538,Undirected,1
A1262,A3957,Undirected,1
A3561,A4138,Undirected,1
A1326,A4705,Undirected,9
A1921,A4276,Undirected,1
A2429,A3769,Undirected,1
A2977,A4279,Undirected,1
A248,A1326,Undirected,3
A3359,A5401,Undirected,1
A3958,A3983,Undirected,1
A2132,A5094,Undirected,1
A387,A2902,Undirected,1
A1695,A4054,Undirected,1
A1637,A1727,Undirected,1
A1599,A2821,Undirected,1
A1170,A3962,Undirected,1
A779,A792,Undirected,1
A4058,A4204,Undirected,1
A811,A4917,Undirected,1
A3206,A3554,Undirected,1
A2992,A5001,Undirected,1
A879,A2429,Undirected,1
A1210,A3645,Undirected,1
A3004,A3270,Undirected,1
A1657,A1960,Undirected,1
A1749,A4386,Undirected,1
A1618,A2009,Undirected,1
A1394,A4386,Undirected,1
A438,A1414,Undirected,1
A1206,A3938,Undirected,1
A2649,A4236,Undirected,1
A1448,A1897,Undirected,1
A4409,A5256,Undirected,1
A506,A2568,Undirected,1
A2132,A5463,Undirected,1
A1843,A2427,Undirected,1
A1275,A4054,Undirected,2
A2663,A3004,Undirected,1
A2990,A5418,Undirected,1
A2657,A2970,Undirected,1
A4697,A4843,Undirected,1
A2364,A2623,Undirected,1
A506,A4991,Undirected,1
A737,A5058,Undirected,1
A3554,A4121,Undirected,1
A1178,A1983,Undirected,1
A2324,A3913,Undirected,1
A1515,A1657,Undirected,2
A357,A4658,Undirected,1
A1618,A2977,Undirected,4
A1027,A2862,Undirected,1
A3831,A4192,Undirected,1
A1193,A1618,Undirected,1
A2429,A3545,Undirected,1
A2427,A5401,Undirected,3
A899,A2415,Undirected,1
A1169,A4705,Undirected,1
A297,A4202,Undirected,1
A255,A4113,Undirected,1
A2236,A4697,Undirected,1
A2252,A4952,Undirected,1
A44,A2853,Undirected,1
A248,A1368,Undirected,1
A1898,A3004,Undirected,19
A755,A4337,Undirected,1
A1325,A4054,Undirected,1
A1515,A3861,Undirected,1
A569,A3932,Undirected,1
A1428,A4058,Undirected,1
A2430,A3201,Undirected,4
A3872,A4517,Undirected,1
A779,A5296,Undirected,1
A908,A2763,Undirected,1
A971,A1768,Undirected,1
A1343,A1490,Undirected,1
A1274,A4131,Undirected,1
A1790,A1815,Undirected,13
A1790,A4397,Undirected,1
A1714,A2427,Undirected,1
A3771,A4950,Undirected,1
A444,A1983,Undirected,1
A1368,A2749,Undirected,1
A1725,A4084,Undirected,1
A811,A1828,Undirected,1
A2345,A3962,Undirected,1
A1907,A4058,Undirected,1
A442,A1897,Undirected,1
A1804,A2841,Undirected,2
A311,A3895,Undirected,1
A2958,A3367,Undirected,1
A3050,A4533,Undirected,1
A1681,A3004,Undirected,1
A2427,A4664,Undirected,1
A1394,A4382,Undirected,1
A2319,A3541,Undirected,1
A2809,A4054,Undirected,1
A1599,A4147,Undirected,1
A1233,A1455,Undirected,1
A3839,A3962,Undirected,1
A1205,A1618,Undirected,1
A2590,A2816,Undirected,1
A1099,A2722,Undirected,1
A3554,A3647,Undirected,1
A4054,A5423,Undirected,1
A2045,A3639,Undirected,1
A1740,A2791,Undirected,1
A3932,A4299,Undirected,1
A3004,A3005,Undirected,1
A4096,A4705,Undirected,1
A702,A4336,Undirected,3
A1515,A1749,Undirected,1
A1027,A3445,Undirected,1
A1510,A1622,Undirected,2
A255,A438,Undirected,3
A971,A4188,Undirected,1
A4054,A5286,Undirected,1
A2856,A3653,Undirected,1
A438,A5418,Undirected,12
A1448,A4054,Undirected,1
A90,A2614,Undirected,1
A1853,A4993,Undirected,1
A2033,A2940,Undirected,1
A904,A2444,Undirected,1
A438,A444,Undirected,1
A2764,A4274,Undirected,1
A3630,A4217,Undirected,1
A1540,A3932,Undirected,1
A3299,A4054,Undirected,1
A2478,A2917,Undirected,2
A2753,A5418,Undirected,1
A297,A2429,Undirected,1
A1280,A1652,Undirected,1
A577,A3544,Undirected,1
A311,A2426,Undirected,1
A3540,A4741,Undirected,1
A1898,A4291,Undirected,1
A4703,A4705,Undirected,1
A3651,A4236,Undirected,1
A3977,A4687,Undirected,1
A1275,A3348,Undirected,1
A1381,A5385,Undirected,1
A1989,A2221,Undirected,1
A912,A3716,Undirected,1
A73,A2830,Undirected,1
A2087,A2339,Undirected,1
A1280,A4553,Undirected,1
A737,A2478,Undirected,1
A1815,A3831,Undirected,1
A365,A1804,Undirected,2
A1870,A4336,Undirected,1
A526,A2608,Undirected,1
A375,A384,Undirected,1
A2027,A4274,Undirected,1
A464,A1262,Undirected,1
A325,A3155,Undirected,1
A835,A1963,Undirected,1
A1130,A1332,Undirected,1
A2609,A5418,Undirected,1
A795,A2615,Undirected,1
A728,A4658,Undirected,1
A1312,A3787,Undirected,1
A3443,A5158,Undirected,1
A564,A4953,Undirected,1
A357,A4697,Undirected,1
A1804,A3187,Undirected,2
A1368,A3748,Undirected,1
A802,A3206,Undirected,1
A1576,A1657,Undirected,2
A3890,A5208,Undirected,1
A306,A5016,Undirected,1
A248,A3769,Undirected,1
A2764,A5418,Undirected,1
A357,A728,Undirected,1
A506,A5058,Undirected,1
A1325,A3168,Undirected,1
A908,A2599,Undirected,1
A2960,A3710,Undirected,1
A845,A1725,Undirected,1
A129,A4517,Undirected,1
A1870,A3748,Undirected,1
A3613,A3666,Undirected,1
A3242,A4386,Undirected,1
A1536,A4697,Undirected,1
A4705,A4954,Undirected,1
A2762,A3367,Undirected,1
A1469,A1618,Undirected,1
A2809,A4797,Undirected,1
A835,A1960,Undirected,1
A761,A1071,Undirected,1
A2427,A4313,Undirected,1
A345,A1618,Undirected,1
A110,A4054,Undirected,1
A2014,A5088,Undirected,1
A936,A2430,Undirected,1
A2027,A5418,Undirected,1
A1567,A1725,Undirected,1
A1223,A3917,Undirected,1
A2427,A2444,Undirected,1
A2427,A3104,Undirected,1
A2429,A4204,Undirected,1
A1825,A2338,Undirected,1
A3745,A5016,Undirected,1
A1898,A5094,Undirected,1
A2430,A5381,Undirected,1
A2132,A4058,Undirected,2
A73,A4827,Undirected,1
A2427,A3685,Undirected,1
A1536,A2837,Undirected,1
A525,A2248,Undirected,1
A1348,A5357,Undirected,1
A1898,A4054,Undirected,3
A844,A1326,Undirected,1
A3299,A3348,Undirected,1
A1618,A4480,Undirected,1
A3146,A3602,Undirected,1
A1454,A5469,Undirected,1
A2430,A2715,Undirected,1
A1515,A5173,Undirected,1
A1898,A4428,Undirected,1
A2304,A5385,Undirected,1
A1575,A4337,Undirected,1
A904,A1897,Undirected,1
A1326,A4058,Undirected,1
A438,A1637,Undirected,2
A2376,A4288,Undirected,1
A1011,A4337,Undirected,1
A2572,A3542,Undirected,1
A1657,A1965,Undirected,1
A3445,A4577,Undirected,1
A1340,A4476,Undirected,1
A1312,A4096,Undirected,1
A438,A1285,Undirected,1
A1349,A1725,Undirected,1
A725,A1180,Undirected,1
A1622,A3367,Undirected,1
A264,A1599,Undirected,1
A2430,A4336,Undirected,3
A1599,A4991,Undirected,2
A1368,A2559,Undirected,1
A438,A904,Undirected,6
A2603,A4902,Undirected,1
A1662,A3025,Undirected,1
A1849,A2572,Undirected,1
A1253,A1510,Undirected,1
A1575,A4372,Undirected,1
A2328,A3586,Undirected,1
A1394,A1942,Undirected,1
A255,A3788,Undirected,2
A2129,A3735,Undirected,1
A2554,A3834,Undirected,1
