Unique Identifier,episode_ref,track_name,date,castaway_ref,std_artist,std_name
472,60,Helios by Thea Musgrave,10/12/2018,2767,thea musgrave,thea musgrave
473,60,Symphony No. 40 in G minor K. 550 - Molto allegro by Wolfgang Amadeus Mozart,10/12/2018,2767,wolfgang amadeus mozart,thea musgrave
474,60,"Symphony No. 8 in F, Op. 93 - Allegro vivace by Ludwig van Beethoven",10/12/2018,2767,ludwig van beethoven,thea musgrave
475,60,"Scene V ""Disprezzata Regina"" by Claudio Monteverdi",10/12/2018,2767,claudio monteverdi,thea musgrave
476,60,Le Sacre du Printemps - Les Augure Printaniers - Danses Des Adolescents by Igor Stravinsky,10/12/2018,2767,igor stravinsky,thea musgrave
477,60,Opening - Mary's Lullaby by Thea Musgrave,10/12/2018,2767,thea musgrave,thea musgrave
478,60,Lady Caroline Lamb - Elegy for viola and orchestra (1972 Digital Remaster): II. by Richard Rodney Bennett,10/12/2018,2767,richard rodney bennett,thea musgrave
479,60,"Serenade for tenor, horn and strings, Op. 31 - Prologue by Benjamin Britten",10/12/2018,2767,benjamin britten,thea musgrave
480,61,Proud by Heather Small,10/5/2018,2790,heather small,tom daley
481,61,Suspicious Minds by Elvis Presley,10/5/2018,2790,elvis presley,tom daley
482,61,Dry Your Eyes by The Streets,10/5/2018,2790,the streets,tom daley
485,61,How Long Will I Love You by Ellie Goulding,10/5/2018,2790,ellie goulding,tom daley
488,62,Better Not Look Down by B.B. King,9/28/2018,1106,b b king,henry marsh
489,62,"String Quartet No. 15 in A Minor, Op. 132: III. Molto adagio by Ludwig van Beethoven",9/28/2018,1106,ludwig van beethoven,henry marsh
490,62,Kalinka by Ivan Larionov,9/28/2018,1106,ivan larionov,henry marsh
491,62,How Can A Poor Man Stand Such Times And Live? by Ry Cooder,9/28/2018,1106,ry cooder,henry marsh
492,62,Down To Zero by Joan Armatrading,9/28/2018,1106,joan armatrading,henry marsh
493,62,"String Quintet in C major, Adagio [2nd movement] by Franz Schubert",9/28/2018,1106,franz schubert,henry marsh
494,62,Sonata K95 in C by Domenico Scarlatti,9/28/2018,1106,domenico scarlatti,henry marsh
495,62,"Matthäuspassion. Aria: ""Erbarme dich"" by Johann Sebastian Bach",9/28/2018,1106,johann sebastian bach,henry marsh
496,63,You Get What You Give by New Radicals,9/21/2018,571,new radicals,danielle de niese
497,63,Evergreen by Barbra Streisand,9/21/2018,571,barbra streisand,danielle de niese
498,63,Mi Tradi (quell'alma ingrate K540C) by Wolfgang Amadeus Mozart,9/21/2018,571,wolfgang amadeus mozart,danielle de niese
499,63,Christmas Present For Sallie by Hamilton Grandison,9/21/2018,571,hamilton grandison,danielle de niese
500,63,A Little Fall of Rain by Frances Ruffelle,9/21/2018,571,frances ruffelle,danielle de niese
502,63,Concerto for Piano and Orchestra no. 2 in C minor op. 18 (Adagio Sostenuto) by Sergey Rachmaninov,9/21/2018,571,sergey rachmaninov,danielle de niese
503,63,"Was mir behagt, ist nur die muntre Jagd, Cantata BWV 208 - Schafe können sicher by Johann Sebastian Bach",9/21/2018,571,johann sebastian bach,danielle de niese
504,64,Only Remembered by Tim van Eyken,8/10/2018,2012,tim van eyken,pam ayres
505,64,Master of the House by Alun Armstrong,8/10/2018,2012,alun armstrong,pam ayres
506,64,The Times They are A-Changin' by Bob Dylan,8/10/2018,2012,bob dylan,pam ayres
507,64,Happy Birthday Sweet Sixteen by Neil Sedaka,8/10/2018,2012,neil sedaka,pam ayres
508,64,Independence Day by Bruce Springsteen,8/10/2018,2012,bruce springsteen,pam ayres
509,64,The Best by Tina Turner,8/10/2018,2012,tina turner,pam ayres
510,64,When You Were Sweet Sixteen by The Fureys,8/10/2018,2012,the fureys,pam ayres
511,64,Vesti la Giubba by Ruggero Leoncavallo,8/10/2018,2012,ruggero leoncavallo,pam ayres
512,65,Walking On Sunshine by Katrina and the Waves,8/3/2018,1746,katrina and the waves,marianne elliott
513,65,"Leaving On A Jet Plane by Peter, Paul & Mary",8/3/2018,1746,peter paul mary,marianne elliott
514,65,You're The Best Thing by The Style Council,8/3/2018,1746,the style council,marianne elliott
515,65,This Is The One by The Stone Roses,8/3/2018,1746,the stone roses,marianne elliott
516,65,"Please, Please, Please Let Me Get What I Want by The Smiths",8/3/2018,1746,the smiths,marianne elliott
517,65,The Dark Eyed Sailor by Olivia Chaney,8/3/2018,1746,olivia chaney,marianne elliott
518,65,Northern Sky by Nick Drake,8/3/2018,1746,nick drake,marianne elliott
520,66,Mustang Sally by Andrew Strong,7/27/2018,229,andrew strong,baroness newlove
521,66,Puppy Love by Donny Osmond,7/27/2018,229,donny osmond,baroness newlove
522,66,Oops Up Side Your Head by The Gap Band,7/27/2018,229,the band,baroness newlove
523,66,You're The One That I Want by John Travolta,7/27/2018,229,john travolta,baroness newlove
524,66,You To Me Are Everything by The Real Thing,7/27/2018,229,the real thing,baroness newlove
525,66,(I've Had) The Time Of My Life by Bill Medley,7/27/2018,229,bill medley,baroness newlove
527,66,Bring Me Sunshine by Morecambe & Wise,7/27/2018,229,morecambe & wise,baroness newlove
528,67,Respect by Aretha Franklin,7/20/2018,307,aretha franklin,billie jean king
529,67,Ain't No Mountain High Enough by Diana Ross,7/20/2018,307,diana ross,billie jean king
530,67,Winds Of Change (Mandela To Mandela) by Nona Hendryx,7/20/2018,307,nona hendryx,billie jean king
531,67,World In Union by Gustav Holst,7/20/2018,307,gustav holst,billie jean king
532,67,If I Dare (from Battle of the Sexes) by Sara Bareilles,7/20/2018,307,sara bareilles,billie jean king
533,67,You Don't Have To Say You Love Me by Dusty Springfield,7/20/2018,307,dusty springfield,billie jean king
534,67,Philadelphia Freedom by Elton John Band,7/20/2018,307,elton john,billie jean king
535,67,Hey Jude by The Beatles,7/20/2018,307,the beatles,billie jean king
537,68,Will You Be There by Michael Jackson,7/13/2018,2135,michael jackson,philip treacy
538,68,Danny Boy by Andy Williams,7/13/2018,2135,andy williams,philip treacy
539,68,Do You Really Want To Hurt Me by Culture Club,7/13/2018,2135,culture club,philip treacy
540,68,Avalon by Roxy Music,7/13/2018,2135,roxy music,philip treacy
541,68,Walking In The Rain by Grace Jones,7/13/2018,2135,grace jones,philip treacy
542,68,Oh To Be In Love by Kate Bush,7/13/2018,2135,kate bush,philip treacy
543,68,Both Sides Now by Joni Mitchell,7/13/2018,2135,joni mitchell,philip treacy
544,69,Lucille by Kenny Rogers,7/6/2018,1051,kenny rogers,guy singh watson
545,69,Vegetable Attack by Tofu Loves Frogs,7/6/2018,1051,tofu loves frogs,guy singh watson
546,69,Chickens by Harry Belafonte,7/6/2018,1051,harry belafonte,guy singh watson
547,69,Anarchy in the UK by Sex Pistols,7/6/2018,1051,sex pistols,guy singh watson
548,69,Smalltown Boy by Bronski Beat,7/6/2018,1051,bronski beat,guy singh watson
549,69,Once in a Lifetime by Talking Heads,7/6/2018,1051,talking heads,guy singh watson
550,69,I'm Your Man by Leonard Cohen,7/6/2018,1051,leonard cohen,guy singh watson
551,69,Pull Up To The Bumper by Grace Jones,7/6/2018,1051,grace jones,guy singh watson
552,70,Life On Mars? by David Bowie,6/29/2018,1783,david bowie,martina cole
553,70,After The Gold Rush by Neil Young,6/29/2018,1783,neil young,martina cole
554,70,Galway Bay by Ruby Murray,6/29/2018,1783,ruby murray,martina cole
555,70,Wish You Were Here by Pink Floyd,6/29/2018,1783,pink floyd,martina cole
556,70,Ain't No Sunshine by Michael Jackson,6/29/2018,1783,michael jackson,martina cole
557,70,Georgia On My Mind by Ray Charles,6/29/2018,1783,ray charles,martina cole
558,70,Summertime by Billie Holiday,6/29/2018,1783,billie holiday,martina cole
559,70,Word On A Wing by David Bowie,6/29/2018,1783,david bowie,martina cole
560,71,Three Lions by David Baddiel,6/22/2018,1397,david baddiel,john motson
561,71,The Red Red Robin by Billy Cotton,6/22/2018,1397,billy cotton,john motson
562,71,Diana by Paul Anka,6/22/2018,1397,paul anka,john motson
563,71,Daniel by Elton John,6/22/2018,1397,elton john,john motson
564,71,Annie's Song by John Denver,6/22/2018,1397,john denver,john motson
565,71,Don't Cry For Me Argentina by Elaine Paige,6/22/2018,1397,elaine paige,john motson
566,71,Abide With Me by Henry Francis Lyte,6/22/2018,1397,henry francis lyte,john motson
567,71,The Boy In The Bubble by Paul Simon,6/22/2018,1397,paul simon,john motson
568,72,Queen of the Night aria by Wolfgang Amadeus Mozart,6/15/2018,2160,wolfgang amadeus mozart,professor carlos frenk
570,72,"Piano Concerto No. 20, 2nd movement by Wolfgang Amadeus Mozart",6/15/2018,2160,wolfgang amadeus mozart,professor carlos frenk
571,72,Eleanor Rigby by The Beatles,6/15/2018,2160,the beatles,professor carlos frenk
572,72,Gracias a la Vida by Mercedes Sosa,6/15/2018,2160,mercedes sosa,professor carlos frenk
573,72,Triple Concerto - 3rd movement - Rondo Alla Polacca frenk by Ludwig van Beethoven,6/15/2018,2160,ludwig van beethoven,professor carlos frenk
574,72,"Symphony No. 3 in A minor, 'Scottish', 2nd movement by Felix Mendelssohn",6/15/2018,2160,felix mendelssohn,professor carlos frenk
575,72,Melodie by Robert Schumann,6/15/2018,2160,robert schumann,professor carlos frenk
576,73,"September by Earth, Wind & Fire",6/8/2018,1009,earth wind fire,gillian reynolds
577,73,Coronation Scot (Paul Temple) by Queen’s Hall Light Orchestra,6/8/2018,1009,queen s light orchestra,gillian reynolds
578,73,Godchild by Miles Davis,6/8/2018,1009,miles davis,gillian reynolds
579,73,What'd I Say Parts I And II by Ray Charles,6/8/2018,1009,ray charles,gillian reynolds
580,73,"Violin Concerto No. 1 in A Minor, Op. 77: IV. Burlesque: Allegro con brio by Dmitry Shostakovich",6/8/2018,1009,dmitry shostakovich,gillian reynolds
581,73,Speak Low by Anne Sofie von Otter,6/8/2018,1009,anne sofie von otter,gillian reynolds
582,73,Under Milk Wood by Richard Burton,6/8/2018,1009,richard burton,gillian reynolds
583,73,"Beethoven's Piano Concerto No 1, 3rd movement by Ludwig van Beethoven",6/8/2018,1009,ludwig van beethoven,gillian reynolds
584,74,Sal Tlay Ka Siti by Nikki M. James (Original Broadway Cast),6/1/2018,582,original broadway cast,david baddiel
585,74,Conversation Piece by David Bowie,6/1/2018,582,david bowie,david baddiel
587,74,Monochrome by The Sundays,6/1/2018,582,the sundays,david baddiel
588,74,Three Lions by David Baddiel,6/1/2018,582,david baddiel,david baddiel
589,74,Love Will Find A Way by Erran Baron Cohen,6/1/2018,582,erran baron cohen,david baddiel
590,74,Your Song by Dolly Banks Baddiel,6/1/2018,582,dolly banks baddiel,david baddiel
591,74,Do Not Go Gentle into that Good Night by Dylan Thomas,6/1/2018,582,dylan thomas,david baddiel
592,75,Casta Diva by Maria Callas,5/25/2018,753,maria callas,dr sue black
593,75,Feeling Myself (clean) by Nicki Minaj,5/25/2018,753,nicki minaj,dr sue black
594,75,San Francisco by Scott McKenzie,5/25/2018,753,scott mckenzie,dr sue black
596,75,Straight Outta Compton by N.W.A,5/25/2018,753,n w a,dr sue black
599,75,The Hills (clean) by The Weeknd,5/25/2018,753,the weeknd,dr sue black
600,76,She Loves You by The Beatles,5/18/2018,2625,the beatles,sir peter lampl
601,76,Prelude and The Sound of Music by Julie Andrews,5/18/2018,2625,julie andrews,sir peter lampl
602,76,Jumpin' Jack Flash by The Rolling Stones,5/18/2018,2625,the rolling stones,sir peter lampl
603,76,"Theme From New York, New York by Frank Sinatra",5/18/2018,2625,frank sinatra,sir peter lampl
604,76,California Girls by The Beach Boys,5/18/2018,2625,the beach boys,sir peter lampl
605,76,Scène finale by Pyotr Ilyich Tchaikovsky,5/18/2018,2625,pyotr ilyich tchaikovsky,sir peter lampl
606,76,"Die Zauberflöte - Papagena! Papageno! (Papageno, Papagena) by Wolfgang Amadeus Mozart",5/18/2018,2625,wolfgang amadeus mozart,sir peter lampl
607,76,Cecilia by Simon & Garfunkel,5/18/2018,2625,simon garfunkel,sir peter lampl
608,77,Chelsea Morning by Joni Mitchell,5/11/2018,9,joni mitchell,abi morgan
610,77,Ballad of Barry and Freda by Victoria Wood,5/11/2018,9,victoria wood,abi morgan
611,77,"Si, mi chiamano Mimi by Giacomo Puccini",5/11/2018,9,giacomo puccini,abi morgan
612,77,Being Alive by Adrian Lester,5/11/2018,9,adrian lester,abi morgan
613,77,Goldberg Variations - Aria by Johann Sebastian Bach,5/11/2018,9,johann sebastian bach,abi morgan
614,77,Hoppipolla by Sigur Rós,5/11/2018,9,sigur ros,abi morgan
615,77,Over The Rainbow by Israel Kamakawiwo ªole,5/11/2018,9,israel kamakawiwo ole,abi morgan
616,78,Dat by Pluto Shervington,3/30/2018,137,pluto shervington,anne marie duff
617,78,Ball and Biscuit by The White Stripes,3/30/2018,137,the white stripes,anne marie duff
618,78,Chi il bel sogno di Doretta (from La Rondine) by Giacomo Puccini,3/30/2018,137,giacomo puccini,anne marie duff
620,78,Love Letter by Nick Cave & the Bad Seeds,3/30/2018,137,nick cave,anne marie duff
622,78,Alison by Elvis Costello & The Attractions,3/30/2018,137,elvis costello,anne marie duff
623,78,Marrying The Sea (Til Death Do Us Part) by Declan O'Rourke,3/30/2018,137,declan o rourke,anne marie duff
625,79,The Rowan Tree by Jean Redpath,3/23/2018,588,jean redpath,david byrne
626,79,Do-Re-Mi by Woody Guthrie,3/23/2018,588,woody guthrie,david byrne
627,79,Mr Tambourine Man by The Byrds,3/23/2018,588,the byrds,david byrne
628,79,I Wanna Be Your Dog by The Stooges,3/23/2018,588,the stooges,david byrne
630,79,Toc by Tom Zé,3/23/2018,588,tom ze,david byrne
631,79,Stand On The Word (Larry Levan Mix) by Joubert Singers,3/23/2018,588,joubert singers,david byrne
632,80,Life On Mars? by David Bowie,3/16/2018,1373,david bowie,john gray
633,80,When the Boat Comes In (Dance Ti Thi Daddy) by Alex Glasgow,3/16/2018,1373,alex glasgow,john gray
634,80,Main Theme: Carter Takes a Train by Roy Budd,3/16/2018,1373,roy budd,john gray
635,80,"Romance, from The Gadfly, Op. 97a by Dmitry Shostakovich",3/16/2018,1373,dmitry shostakovich,john gray
637,80,"Piano Sonata No. 9, Op. 68 ""Black Mass"" by Alexander Scriabin",3/16/2018,1373,alexander scriabin,john gray
638,80,Gymnopédiè No. 1 by Erik Satie,3/16/2018,1373,erik satie,john gray
639,80,Música Callada - Book 1 - 1. Angelico by Federico Mompou,3/16/2018,1373,federico mompou,john gray
641,81,The Great Gig In The Sky by Pink Floyd,3/9/2018,1807,pink floyd,matt smith
642,81,Mercy Mercy Me (The Ecology) by Marvin Gaye,3/9/2018,1807,marvin gaye,matt smith
643,81,For An Angel (E-Werk Club Mix) by Paul van Dyk,3/9/2018,1807,paul van dyk,matt smith
644,81,Keep The Car Running by Arcade Fire,3/9/2018,1807,arcade fire,matt smith
645,81,Juicy (Radio Edit) by The Notorious B.I.G.,3/9/2018,1807,the notorious b.i.g.,matt smith
646,81,Nessun dorma by Giacomo Puccini,3/9/2018,1807,giacomo puccini,matt smith
647,81,All My Friends by LCD Soundsystem,3/9/2018,1807,lcd soundsystem,matt smith
648,82,"The Köln Concert, Part I by Keith Jarrett",3/2/2018,546,keith jarrett,dame minouche shafik
649,82,Ana Masry by Ehaab Abdou,3/2/2018,546,ehaab abdou,dame minouche shafik
650,82,Black and White by Three Dog Night,3/2/2018,546,three dog night,dame minouche shafik
651,82,Don't Stop by Fleetwood Mac,3/2/2018,546,fleetwood mac,dame minouche shafik
652,82,"Symphony No. 9 in D Minor, Op. 125 (""Choral""), 4th Movement by Ludwig van Beethoven",3/2/2018,546,ludwig van beethoven,dame minouche shafik
653,82,All I Want by Joni Mitchell,3/2/2018,546,joni mitchell,dame minouche shafik
655,82,"The Well Tempered Clavier, Book 1 - No. 3 in C# Major, Prelude by Johann Sebastian Bach",3/2/2018,546,johann sebastian bach,dame minouche shafik
656,83,Journey to the Line by Hans Zimmer,2/23/2018,456,hans zimmer,christopher nolan
658,83,"Fantasia for Four Hands in F minor, D. 940 (Op. 103) by Franz Schubert",2/23/2018,456,franz schubert,christopher nolan
660,83,Loving The Alien by David Bowie,2/23/2018,456,david bowie,christopher nolan
661,83,Marwood Walks by David Dundas,2/23/2018,456,david dundas,christopher nolan
662,83,Ski Chase by John Barry,2/23/2018,456,john barry,christopher nolan
663,83,Prophecies by Philip Glass,2/23/2018,456,philip glass,christopher nolan
664,84,The Trout Quintet: IV. Thema. Andantino mit Variationen by Franz Schubert,2/16/2018,428,franz schubert,chi chi nwanoku
665,84,"Ballade in A minor, op. 33 by Samuel Coleridge-Taylor",2/16/2018,428,samuel coleridge taylor,chi chi nwanoku
666,84,Twelve Variations in C Major K. 265/300e by Wolfgang Amadeus Mozart,2/16/2018,428,wolfgang amadeus mozart,chi chi nwanoku
667,84,My Baby Just Cares For Me by Nina Simone,2/16/2018,428,nina simone,chi chi nwanoku
668,84,Sweet Mother by Prince Nico Mbarga,2/16/2018,428,prince nico mbarga,chi chi nwanoku
669,84,Do-Re-Mi by Julie Andrews,2/16/2018,428,julie andrews,chi chi nwanoku
670,84,The Creation by Joseph Haydn,2/16/2018,428,joseph haydn,chi chi nwanoku
671,84,We Are Family by Sister Sledge,2/16/2018,428,sister sledge,chi chi nwanoku
672,85,20th Century Boy by T. Rex,2/9/2018,1213,t rex,jack whitehall
673,85,Let There Be Love by Nat King Cole,2/9/2018,1213,nat king cole,jack whitehall
674,85,Flying by John Williams,2/9/2018,1213,john williams,jack whitehall
675,85,Bamboléo by Gipsy Kings,2/9/2018,1213,gipsy kings,jack whitehall
676,85,Blue Monday by New Order,2/9/2018,1213,new order,jack whitehall
677,85,Circle Of Life by Carmen Twillie,2/9/2018,1213,carmen twillie,jack whitehall
678,85,She's Gone by Daryl Hall & John Oates,2/9/2018,1213,daryl hall john oates,jack whitehall
679,85,Runaway by The Corrs,2/9/2018,1213,the corrs,jack whitehall
680,86,Strangers in the Night by Frank Sinatra,2/2/2018,940,frank sinatra,garry kasparov
681,86,"Symphony No. 40, K.550 in G Minor, 1st Movement: Molto Allegro by Wolfgang Amadeus Mozart",2/2/2018,940,wolfgang amadeus mozart,garry kasparov
682,86,"Etudes, Op.10 - No. 12 in C minor ""Revolutionary"" by Frédéric Chopin",2/2/2018,940,frédéric chopin,garry kasparov
683,86,Overture to Phantom of the Opera by Original London Cast,2/2/2018,940,original cast,garry kasparov
684,86,Koni priveredlivye by Vladimir Vysotsky,2/2/2018,940,vladimir vysotsky,garry kasparov
685,86,Prélude to Carmen by Georges Bizet,2/2/2018,940,georges bizet,garry kasparov
686,86,Main Title (The Godfather Waltz) by Nino Rota,2/2/2018,940,nino rota,garry kasparov
687,86,Chi Mai by Ennio Morricone,2/2/2018,940,ennio morricone,garry kasparov
689,87,What A Wonderful World by Louis Armstrong,1/26/2018,444,louis armstrong,christina lamb
690,87,Only When I Sleep by The Corrs,1/26/2018,444,the corrs,christina lamb
691,87,Gold by Spandau Ballet,1/26/2018,444,spandau ballet,christina lamb
692,87,Eu Sei Que Vou by Tom Jobin,1/26/2018,444,tom jobin,christina lamb
693,87,She by Elvis Costello,1/26/2018,444,elvis costello,christina lamb
694,87,Concerto For Clarinet And Orchestra In A (K. 622) by Wolfgang Amadeus Mozart,1/26/2018,444,wolfgang amadeus mozart,christina lamb
695,87,Always Look On The Bright Side Of Life by Monty Python,1/26/2018,444,monty python,christina lamb
696,88,Mr Brightside by The Killers,1/19/2018,112,the killers,angela hartnett
697,88,Across 110th Street by Bobby Womack,1/19/2018,112,bobby womack,angela hartnett
698,88,Don't You (Forget About Me) by Simple Minds,1/19/2018,112,simple minds,angela hartnett
700,88,I Believe in Miracles by Jackson Sisters,1/19/2018,112,jackson sisters,angela hartnett
701,88,What the World Needs Now Is Love by Burt Bacharach,1/19/2018,112,burt bacharach,angela hartnett
702,88,Nessun dorma by Giacomo Puccini,1/19/2018,112,giacomo puccini,angela hartnett
703,88,I Knew You Were Waiting (For Me) by Aretha Franklin,1/19/2018,112,aretha franklin,angela hartnett
704,89,Tomorrow Never Knows by The Beatles,1/12/2018,420,the beatles,charlie brooker
705,89,Florence's Sad Song by Eric Thompson,1/12/2018,420,eric thompson,charlie brooker
706,89,Robocop by Jonathan Dunn,1/12/2018,420,jonathan dunn,charlie brooker
708,89,The Scoops by Richie Warburton,1/12/2018,420,richie warburton,charlie brooker
709,89,Anyone Who Knows What Love Is (Will Understand) by Irma Thomas,1/12/2018,420,irma thomas,charlie brooker
713,90,Born This Way by Lady Gaga,12/29/2017,362,lady gaga,bruno tonioli
714,90,Sympathy For The Devil by The Rolling Stones,12/29/2017,362,the rolling stones,bruno tonioli
715,90,Starman by David Bowie,12/29/2017,362,david bowie,bruno tonioli
716,90,"Non, Je Ne Regrette Rien by Édith Piaf",12/29/2017,362,edith piaf,bruno tonioli
718,90,In My Life by Rod Stewart,12/29/2017,362,rod stewart,bruno tonioli
719,90,Nessun dorma by Giacomo Puccini,12/29/2017,362,giacomo puccini,bruno tonioli
720,91,Concerto No. 4 in F minor by Antonio Vivaldi,12/22/2017,446,antonio vivaldi,christine mcvie
721,91,Ain't That A Shame by Fats Domino,12/22/2017,446,fats domino,christine mcvie
722,91,Roll Over Beethoven by The Beatles,12/22/2017,446,the beatles,christine mcvie
723,91,Man Of The World by Fleetwood Mac,12/22/2017,446,fleetwood mac,christine mcvie
724,91,Cathy's Clown by The Everly Brothers,12/22/2017,446,the everly brothers,christine mcvie
725,91,Angel Come Home by The Beach Boys,12/22/2017,446,the beach boys,christine mcvie
726,91,The Lark Ascending by Ralph Vaughan Williams,12/22/2017,446,ralph vaughan williams,christine mcvie
727,91,I'd Rather Go Blind by Etta James,12/22/2017,446,etta james,christine mcvie
728,92,Fly Me to the Moon by Frank Sinatra,12/15/2017,1522,frank sinatra,kelsey grammer
729,92,All Along The Watchtower by The Jimi Hendrix Experience,12/15/2017,1522,jimi hendrix,kelsey grammer
730,92,"Symphony No. 7 in A, Op. 92, Second Movement (Allegretto) by Ludwig van Beethoven",12/15/2017,1522,ludwig van beethoven,kelsey grammer
731,92,The Letter by Joe Cocker,12/15/2017,1522,joe cocker,kelsey grammer
732,92,Wichita Lineman by Glen Campbell,12/15/2017,1522,glen campbell,kelsey grammer
733,92,Mated by Todd Rundgren,12/15/2017,1522,todd rundgren,kelsey grammer
734,92,Shooting Star by Bad Company,12/15/2017,1522,bad company,kelsey grammer
735,92,Gimme Back My Bullets by Lynyrd Skynyrd,12/15/2017,1522,lynyrd skynyrd,kelsey grammer
736,93,Down Drinking At The Bar by Loudon Wainwright III,12/8/2017,2775,loudon wainwright iii,tim martin
737,93,Cleaning Windows by Van Morrison,12/8/2017,2775,van morrison,tim martin
738,93,Do It Again by The Beach Boys,12/8/2017,2775,the beach boys,tim martin
739,93,Girl From The North Country by Bob Dylan,12/8/2017,2775,bob dylan,tim martin
740,93,Yellow Brick Road by Captain Beefheart & His Magic Band,12/8/2017,2775,captain beefheart his magic band,tim martin
741,93,Sultans Of Swing by Dire Straits,12/8/2017,2775,dire straits,tim martin
742,93,Natural Mystic by Bob Marley,12/8/2017,2775,bob marley,tim martin
743,94,First We Take Manhattan by Leonard Cohen,12/1/2017,1922,leonard cohen,naomi klein
744,94,Draft Dodger Rag by Pete Seeger,12/1/2017,1922,pete seeger,naomi klein
746,94,Do-Re-Mi by Woody Guthrie,12/1/2017,1922,woody guthrie,naomi klein
747,94,Desaparecido by Manu Chao,12/1/2017,1922,manu chao,naomi klein
748,94,God Blessed Our Love by Al Green,12/1/2017,1922,al green,naomi klein
750,94,Mother and Child Reunion by Paul Simon,12/1/2017,1922,paul simon,naomi klein
751,95,Help Me Make It Through The Night by John Holt,11/24/2017,1878,john holt,micky flanagan
752,95,Sail Away by David Gray,11/24/2017,1878,david gray,micky flanagan
753,95,That's Entertainment by The Jam,11/24/2017,1878,the jam,micky flanagan
754,95,There Is Power in a Union by Billy Bragg,11/24/2017,1878,billy bragg,micky flanagan
755,95,Thunder Road by Bruce Springsteen,11/24/2017,1878,bruce springsteen,micky flanagan
757,95,Margaritaville by Jimmy Buffett,11/24/2017,1878,jimmy buffett,micky flanagan
759,96,Backwater Blues by Bessie Smith,11/17/2017,129,bessie smith,anna pavord
760,96,Mor Fawr Wyt Ti (How Great Thou Art) by Morriston Orpheus Choir,11/17/2017,129,morriston orpheus choir,anna pavord
761,96,"Consolation No. 3, S 172/3 by Franz Liszt",11/17/2017,129,franz liszt,anna pavord
762,96,Every Time We Say Goodbye by Ella Fitzgerald,11/17/2017,129,ella fitzgerald,anna pavord
763,96,Florence sur les Champs Elysses by Miles Davis,11/17/2017,129,miles davis,anna pavord
766,96,Thou Knowest Lord the Secrets of Our Hearts by Henry Purcell,11/17/2017,129,henry purcell,anna pavord
767,97,On the Bridge by Christy Moore,11/10/2017,2187,christy moore,professor phil scraton
768,97,Chimes of Freedom (live) by Bruce Springsteen,11/10/2017,2187,bruce springsteen,professor phil scraton
769,97,Strange Fruit by Billie Holiday,11/10/2017,2187,billie holiday,professor phil scraton
770,97,(Something Inside) So Strong by Labi Siffre,11/10/2017,2187,labi siffre,professor phil scraton
771,97,The Leaving Song by Barry Kerr,11/10/2017,2187,barry kerr,professor phil scraton
772,97,Biko by Joan Baez,11/10/2017,2187,joan baez,professor phil scraton
773,97,You'll Never Walk Alone by Gerry & the Pacemakers,11/10/2017,2187,gerry the pacemakers,professor phil scraton
774,97,Love And Affection by Joan Armatrading,11/10/2017,2187,joan armatrading,professor phil scraton
775,98,Perfect 10 by The Beautiful South,11/3/2017,1513,the beautiful south,kay mellor
776,98,Our Day Will Come by Amy Winehouse,11/3/2017,1513,amy winehouse,kay mellor
777,98,A Whiter Shade Of Pale by Procol Harum,11/3/2017,1513,procol harum,kay mellor
778,98,Let's Spend The Night Together by The Rolling Stones,11/3/2017,1513,the rolling stones,kay mellor
779,98,What A Wonderful World by Louis Armstrong,11/3/2017,1513,louis armstrong,kay mellor
780,98,My Sweet Lord by George Harrison,11/3/2017,1513,george harrison,kay mellor
781,98,Ain't No Mountain High Enough by Diana Ross,11/3/2017,1513,diana ross,kay mellor
782,98,Ordinary People by John Legend,11/3/2017,1513,john legend,kay mellor
783,99,Happy by Pharrell Williams,10/27/2017,785,pharrell williams,edna adan ismail
784,99,Heetsa Maxay Dantu Ciishay Wiiloo by Cabdi Nuur Alaale,10/27/2017,785,cabdi nuur alaale,edna adan ismail
785,99,"Non, Je Ne Regrette Rien by Édith Piaf",10/27/2017,785,edith piaf,edna adan ismail
786,99,My Way by Frank Sinatra,10/27/2017,785,frank sinatra,edna adan ismail
787,99,These Foolish Things by Ella Fitzgerald,10/27/2017,785,ella fitzgerald,edna adan ismail
788,99,I Will Always Love You by Whitney Houston,10/27/2017,785,whitney houston,edna adan ismail
789,99,Island In The Sun by Harry Belafonte,10/27/2017,785,harry belafonte,edna adan ismail
790,100,Oh What A Beautiful Morning by Gordon MacRae,10/20/2017,1260,gordon macrae,jane gardam
791,100,He Who Would Valiant Be by Wells Cathedral Choir,10/20/2017,1260,wells cathedral choir,jane gardam
792,100,Ah! Un foco insolito by Gaetano Donizetti,10/20/2017,1260,gaetano donizetti,jane gardam
793,100,L'enfant et les sortilèges by Maurice Ravel,10/20/2017,1260,maurice ravel,jane gardam
794,100,Cut 'n Run by Gordon Goodwin’s Big Phat Band,10/20/2017,1260,gordon goodwin s big phat band,jane gardam
795,100,Ave Maria by Robert Parsons,10/20/2017,1260,robert parsons,jane gardam
796,101,Salve Festa Dies by Coro de monjes del Monasterio Benedictino de Santo Domingo de Silos,10/13/2017,2579,coro de monjes del monasterio benedictino de santo domingo de silos,sir james macmillan
797,101,Repton by Hubert Parry,10/13/2017,2579,hubert parry,sir james macmillan
798,101,Spem In Alium by Thomas Tallis,10/13/2017,2579,thomas tallis,sir james macmillan
