Unique Identifier,episode_ref,track_name,date,castaway_ref,std_artist,std_name
11930,1493,There Are Bad Times Just Around the Corner by Noël Coward,9/16/1983,425,noel coward,charlotte lamb
11931,1493,"H'm, h'm, h'm (from The Magic Flute) by Wolfgang Amadeus Mozart",9/16/1983,425,wolfgang amadeus mozart,charlotte lamb
11932,1493,Fool If You Think It's Over by Elkie Brooks,9/16/1983,425,elkie brooks,charlotte lamb
11933,1493,Rhapsody in Blue by George Gershwin,9/16/1983,425,george gershwin,charlotte lamb
11934,1493,Tempus est iocundum (from Carmina Burana) by Carl Orff,9/16/1983,425,carl orff,charlotte lamb
11935,1493,Theme From Les Parapluies De Cherbourg by Nana Mouskouri,9/16/1983,425,nana mouskouri,charlotte lamb
11936,1493,Brandenburg Concerto No. 4 In G Major by Johann Sebastian Bach,9/16/1983,425,johann sebastian bach,charlotte lamb
11937,1494,The Rite of Spring by Igor Stravinsky,9/9/1983,2054,igor stravinsky,paul jones
11938,1494,Hoochie Coochie Man by Muddy Waters,9/9/1983,2054,muddy waters,paul jones
11939,1494,You've Changed by Billie Holiday,9/9/1983,2054,billie holiday,paul jones
11940,1494,"Libiamo, ne' lieti calici (Brindisi) (from La traviata) by Giuseppe Verdi",9/9/1983,2054,giuseppe verdi,paul jones
11941,1494,I'm Not Rough by Magic Dick,9/9/1983,2054,magic dick,paul jones
11942,1494,The Goodbye Look by Donald Fagen,9/9/1983,2054,donald fagen,paul jones
11943,1494,Violin Concerto in D major by Johannes Brahms,9/9/1983,2054,johannes brahms,paul jones
11944,1494,Here's That Rainy Day by The Oscar Peterson Big 4,9/9/1983,2054,oscar peterson,paul jones
11945,1495,I'll Walk With God by Mario Lanza,12/30/1983,465,mario lanza,cindy buxton annie price
11946,1495,Water Music - Suite No. 2 by George Frideric Handel,12/30/1983,465,george frideric handel,cindy buxton annie price
11947,1495,The Wonder Of You,12/30/1983,465,the wonder of you,cindy buxton annie price
11948,1495,Ballade Pour Adeline by Richard Clayderman,12/30/1983,465,richard clayderman,cindy buxton annie price
11949,1495,Organ Symphony No. 5 in F minor by Charles-Marie Widor,12/30/1983,465,charles marie widor,cindy buxton annie price
11950,1495,Sailing by Rod Stewart,12/30/1983,465,rod stewart,cindy buxton annie price
11951,1495,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,12/30/1983,465,ludwig van beethoven,cindy buxton annie price
11952,1495,Eternal Father Strong To Save by Dykes/Whiting,12/30/1983,465,dykes whiting,cindy buxton annie price
11953,1496,Candide - The Best Of All Possible Worlds by Max Adrian,8/26/1983,1716,max adrian,malcolm bradbury
11954,1496,Alabama Song by Lotte Lenya,8/26/1983,1716,lotte lenya,malcolm bradbury
11955,1496,The Reluctant Cannibal by Flanders and Swann,8/26/1983,1716,flanders and swann,malcolm bradbury
11956,1496,Breakfast In America by Rick Davies,8/26/1983,1716,rick davies,malcolm bradbury
11957,1496,Don Giovanni Act 1 by Wolfgang Amadeus Mozart,8/26/1983,1716,wolfgang amadeus mozart,malcolm bradbury
11958,1496,O Superman,8/26/1983,1716,o superman,malcolm bradbury
11959,1496,Army Dreamers by Kate Bush,8/26/1983,1716,kate bush,malcolm bradbury
11961,1497,Love Will Find a Way by José Collins,8/19/1983,2094,jose collins,peter bull
11962,1497,New Tiger Rag by Harry Roy & His Band,8/19/1983,2094,harry roy his band,peter bull
11963,1497,Queen Of Song by Hermione Gingold,8/19/1983,2094,hermione gingold,peter bull
11964,1497,Maud by Beatrice Lillie,8/19/1983,2094,beatrice lillie,peter bull
11965,1497,Smoke Gets In Your Eyes by Jerome Kern,8/19/1983,2094,jerome kern,peter bull
11966,1497,America by Chita Rivera,8/19/1983,2094,chita rivera,peter bull
11967,1497,Pickwick - That's The Law by Harry Secombe,8/19/1983,2094,harry secombe,peter bull
11968,1497,Slowly Slowly by ŒõœåŒªŒ± Œ§œÉŒ±Œ∫ŒØœÅŒ∑,8/19/1983,2094,ŒõœåŒªŒ± Œ§œÉŒ±Œ∫ŒØœÅŒ∑,peter bull
11969,1498,Vieni! t'affretta! (from Macbeth) by Giuseppe Verdi,8/12/1983,2558,giuseppe verdi,sir frederick gibberd
11970,1498,Piano Concerto No. 27 in B flat major by Wolfgang Amadeus Mozart,8/12/1983,2558,wolfgang amadeus mozart,sir frederick gibberd
11971,1498,Oboe Concerto in D minor - 2nd movement by Antonio Vivaldi,8/12/1983,2558,antonio vivaldi,sir frederick gibberd
11972,1498,Symphony No. 35 in D major 'Haffner' - 2nd movement by Wolfgang Amadeus Mozart,8/12/1983,2558,wolfgang amadeus mozart,sir frederick gibberd
11973,1498,Swan Lake - Act 4 (finale) by Peter Ilyich Tchaikovsky,8/12/1983,2558,pyotr ilyich tchaikovsky,sir frederick gibberd
11974,1498,Piano Concerto No. 4 In G major by Ludwig van Beethoven,8/12/1983,2558,ludwig van beethoven,sir frederick gibberd
11975,1498,The Marriage of Figaro Act 3 by Wolfgang Amadeus Mozart,8/12/1983,2558,wolfgang amadeus mozart,sir frederick gibberd
11976,1498,Kyrie (from Requiem) by Gabriel Fauré,8/12/1983,2558,gabriel faure,sir frederick gibberd
11977,1499,Guys and Dolls (Title Song) by The Guys and Dolls Orchestra,8/5/1983,1520,the guys and dolls orchestra,keith waterhouse
11978,1499,Hallelujah Chorus (from Messiah) by George Frideric Handel,8/5/1983,1520,george frideric handel,keith waterhouse
11979,1499,Blaze Away by Abe Holzmann,8/5/1983,1520,abe holzmann,keith waterhouse
11980,1499,American Patrol by The Glenn Miller Orchestra,8/5/1983,1520,glenn miller orchestra,keith waterhouse
11981,1499,Cover It Quick Jemina by Harry Champion,8/5/1983,1520,harry champion,keith waterhouse
11982,1499,The Home Guard by Robb Wilton,8/5/1983,1520,robb wilton,keith waterhouse
11983,1499,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,8/5/1983,1520,antonin dvorak,keith waterhouse
11984,1499,Razzle Dazzle by Jerry Orbach,8/5/1983,1520,jerry orbach,keith waterhouse
11985,1500,Symphony No. 1 in B flat minor by William Walton,7/29/1983,1375,william walton,john gunter
11986,1500,Orchestral Variations On A Theme Of Paganini by Boris Blacher,7/29/1983,1375,boris blacher,john gunter
11987,1500,Sinfonietta - 5th movement by Leos Janáƒçek,7/29/1983,1375,leos janacek,john gunter
11988,1500,While You're On Your Way by Tim Hardin,7/29/1983,1375,tim hardin,john gunter
11989,1500,"Serenade for Tenor, Horn and Strings by Benjamin Britten",7/29/1983,1375,benjamin britten,john gunter
11990,1500,Concerto for Two Violins in D minor by Johann Sebastian Bach,7/29/1983,1375,johann sebastian bach,john gunter
11991,1500,Mass in B minor  - Gloria in excelsis by Johann Sebastian Bach,7/29/1983,1375,johann sebastian bach,john gunter
11992,1500,Marry The Man Today by National Theatre Orchestra,7/29/1983,1375,national theatre orchestra,john gunter
11993,1501,Un ballo in maschera Act 1 by Giuseppe Verdi,7/22/1983,2583,giuseppe verdi,sir john pritchard
11994,1501,"Don Giovanni Act 2, Scene 5 by Wolfgang Amadeus Mozart",7/22/1983,2583,wolfgang amadeus mozart,sir john pritchard
11995,1501,"Padre, germani, addio! (from Idomeneo) by Wolfgang Amadeus Mozart",7/22/1983,2583,wolfgang amadeus mozart,sir john pritchard
11996,1501,Le comte Ory Act 2 by Gioachino Rossini,7/22/1983,2583,gioachino rossini,sir john pritchard
11997,1501,Over My Shoulder (from Evergreen) by Roy Fox and His Orchestra,7/22/1983,2583,roy fox and his orchestra,sir john pritchard
11998,1501,Ritual Dance No. 4 (from The Midsummer Marriage) by Michael Tippett,7/22/1983,2583,michael tippett,sir john pritchard
11999,1501,Symphony No. 3 'Sinfonia espansiva' - 2nd movement by Carl Nielsen,7/22/1983,2583,carl nielsen,sir john pritchard
12000,1501,Symphony No. 2 in D major - 4th movement by Johannes Brahms,7/22/1983,2583,johannes brahms,sir john pritchard
12001,1502,Five Salted Peanuts by Tony Pastor & His Orchestra,7/8/1983,2754,tony pastor his orchestra,terry jones
12002,1502,Serenade No. 10 in B flat major for 13 Wind Instruments by Wolfgang Amadeus Mozart,7/8/1983,2754,wolfgang amadeus mozart,terry jones
12003,1502,The Wonderful Soup Stone by Dr. Hook,7/8/1983,2754,dr hook,terry jones
12004,1502,Duo For Two Violins In The Sixth Tone System by Wiesmeyer and Stein,7/8/1983,2754,wiesmeyer and stein,terry jones
12005,1502,Penny Lane by The Beatles,7/8/1983,2754,the beatles,terry jones
12006,1502,Violin Concerto in D major by Johannes Brahms,7/8/1983,2754,johannes brahms,terry jones
12007,1502,Something So Right by Paul Simon,7/8/1983,2754,paul simon,terry jones
12008,1502,Imagine,7/8/1983,2754,john lennon,terry jones
12009,1503,"Grosse Fuge in B flat major, Op. 133 by Ludwig van Beethoven",7/1/1983,2108,ludwig van beethoven,peter maxwell davies
12010,1503,The frogs (from L'enfant et les sortilèges) by Maurice Ravel,7/1/1983,2108,maurice ravel,peter maxwell davies
12011,1503,Five Orchestral Pieces - No. 3 by Arnold Schoenberg,7/1/1983,2108,arnold schoenberg,peter maxwell davies
12012,1503,Concerto For Orchestra by Elliott Carter,7/1/1983,2108,elliott carter,peter maxwell davies
12013,1503,String Quartet No. 5,7/1/1983,2108,string quartet no 5,peter maxwell davies
12014,1503,Pur ti miro (from The Coronation of Poppea ) by Claudio Monteverdi,7/1/1983,2108,claudio monteverdi,peter maxwell davies
12015,1503,Symphony No. 7 in C Major by Jean Sibelius,7/1/1983,2108,jean sibelius,peter maxwell davies
12016,1503,Agnes Dei by William Byrd,7/1/1983,2108,william byrd,peter maxwell davies
12017,1504,Promenade & Tuileries (from Pictures at an Exhibition) by Modest Mussorgsky,6/24/1983,885,modest mussorgsky,fleur cowles
12018,1504,True Love by Bing Crosby,6/24/1983,885,bing crosby,fleur cowles
12019,1504,Dolencias by Victor Valencia,6/24/1983,885,victor valencia,fleur cowles
12020,1504,Carnival of the Animals by Camille Saint-Saëns,6/24/1983,885,camille saint saens,fleur cowles
12021,1504,Andaluza (Dance No. 5) (from Danzas españolas) by Enrique Granados,6/24/1983,885,enrique granados,fleur cowles
12022,1504,The Girl from Ipanema,6/24/1983,885,the girl from ipanema,fleur cowles
12023,1504,"Sola, perduta, abbandonata (from Manon Lescaut) by Giacomo Puccini",6/24/1983,885,giacomo puccini,fleur cowles
12024,1504,Psalm 131 by Leonard Bernstein,6/24/1983,885,leonard bernstein,fleur cowles
12025,1505,"The Foggy, Foggy Dew by Peter Pears & Osian Ellis",6/17/1983,2113,osian ellis,peter pears
12026,1505,Shepherd's Hey by Percy Grainger,6/17/1983,2113,percy grainger,peter pears
12027,1505,Im Dorfe (from Winterreise) by Franz Schubert,6/17/1983,2113,franz schubert,peter pears
12028,1505,Sweet Come Again by Philip Rosseter,6/17/1983,2113,philip rosseter,peter pears
12029,1505,Four Sea Interludes from Peter Grimes - Dawn by Benjamin Britten,6/17/1983,2113,benjamin britten,peter pears
12030,1505,Tom Bowling by Charles Dibdin,6/17/1983,2113,charles dibdin,peter pears
12031,1505,String Quartet No. 3 by Benjamin Britten,6/17/1983,2113,benjamin britten,peter pears
12032,1505,The Sprig of Thyme by Benjamin Britten,6/17/1983,2113,benjamin britten,peter pears
12033,1506,Better Get Hit in Yo' Soul,6/10/1983,2233,better get hit in yo soul,raymond briggs
12034,1506,Big Fat Alice's Blues by Duke Ellington & His Orchestra,6/10/1983,2233,duke ellington,raymond briggs
12035,1506,Hong Kong Blues by Hoagy Carmichael,6/10/1983,2233,hoagy carmichael,raymond briggs
12036,1506,Far More Drums by Joe Morello,6/10/1983,2233,joe morello,raymond briggs
12037,1506,The Boogie Rocks by Albert Ammons & His Rhythm Kings,6/10/1983,2233,rhythm kings,raymond briggs
12038,1506,Dancy Dancy by John Handy Quintet,6/10/1983,2233,john handy quintet,raymond briggs
12039,1506,I Want A Little Girl by Clark Terry-Bob Brookmeyer Quintet,6/10/1983,2233,clark terry,raymond briggs
12040,1506,Blue Connotation by The Ornette Coleman Quartet,6/10/1983,2233,ornette coleman,raymond briggs
12041,1507,Carrickfergus by The Clancy Brothers and Tommy Makem,6/3/1983,2511,the clancy brothers,sinead cusack
12042,1507,Violin Concerto No. 1 in G minor by Max Bruch,6/3/1983,2511,max bruch,sinead cusack
12043,1507,Arrival Of The Guests by Sergei Prokofiev,6/3/1983,2511,sergei prokofiev,sinead cusack
12044,1507,"Sonata for Flute, Viola and Harp by Claude Debussy",6/3/1983,2511,claude debussy,sinead cusack
12045,1507,"Bundle Of Sorrow, Bundle Of Joy by Kate & Anna McGarrigle",6/3/1983,2511,kate anna mcgarrigle,sinead cusack
12046,1507,The Swan (from Carnival of the Animals) by Camille Saint-Saëns,6/3/1983,2511,camille saint saens,sinead cusack
12047,1507,"Demewer But Dangerous by Sinead Cusack, Jonathan Hyde",6/3/1983,2511,sinead cusack jonathan hyde,sinead cusack
12048,1507,Pie Jesu (from Requiem) by Gabriel Fauré,6/3/1983,2511,gabriel faure,sinead cusack
12049,1508,Stardust by Nat King Cole,5/27/1983,2760,nat king cole,terry wogan
12050,1508,Scheherazade - 3rd movement by Nikolai Rimsky-Korsakov,5/27/1983,2760,nikolai rimsky korsakov,terry wogan
12051,1508,Carrickfergus by The Chieftains,5/27/1983,2760,the chieftains,terry wogan
12052,1508,The Cobbler's Song by Paul Robeson,5/27/1983,2760,paul robeson,terry wogan
12053,1508,Heartbreak Hotel,5/27/1983,2760,elvis presley,terry wogan
12054,1508,"Inneggiamo, il Signor (Easter Hymn) (from Cavalleria rusticana) by Pietro Mascagni",5/27/1983,2760,pietro mascagni,terry wogan
12055,1508,My Funny Valentine by Frank Sinatra,5/27/1983,2760,frank sinatra,terry wogan
12056,1508,You'll Never Walk Alone (Finale) by Shirley Jones,5/27/1983,2760,shirley jones,terry wogan
12057,1509,The Yeoman of the Guard Act 1 (finale) by Arthur Sullivan,5/20/1983,2516,arthur sullivan,sir alan king hamilton
12058,1509,Piano Concerto in A Minor by Edvard Grieg,5/20/1983,2516,edvard grieg,sir alan king hamilton
12059,1509,Un bel di vedremo (One fine day) (from Madama Butterfly) by Giacomo Puccini,5/20/1983,2516,giacomo puccini,sir alan king hamilton
12060,1509,Organ Symphony No. 5 in F minor by Charles-Marie Widor,5/20/1983,2516,charles marie widor,sir alan king hamilton
12061,1509,The Lonely Goatherd by Julie Andrews,5/20/1983,2516,julie andrews,sir alan king hamilton
12062,1509,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,5/20/1983,2516,sergey rachmaninov,sir alan king hamilton
12063,1509,Intermezzo (from Cavalleria rusticana) by Pietro Mascagni,5/20/1983,2516,pietro mascagni,sir alan king hamilton
12064,1509,Symphony No. 5 in C minor by Ludwig van Beethoven,5/20/1983,2516,ludwig van beethoven,sir alan king hamilton
12065,1510,Born in a Trunk by Judy Garland,5/13/1983,190,judy garland,arthur english
12066,1510,Underneath The Arches by Flanagan and Allen,5/13/1983,190,flanagan and allen,arthur english
12067,1510,Les Sylphides,5/13/1983,190,frédéric chopin,arthur english
12068,1510,La Vie En Rose by The Mantovani Orchestra,5/13/1983,190,the mantovani orchestra,arthur english
12069,1510,In the Hall of the Mountain King (from Peer Gynt Suite No. 1) by Edvard Grieg,5/13/1983,190,edvard grieg,arthur english
12070,1510,Morning Has Broken by Trinity Boys Choir,5/13/1983,190,trinity boys choir,arthur english
12071,1510,Mein Herr Marquis (Laughing Song)(from Die Fledermaus),5/13/1983,190,johann strauss ii,arthur english
12072,1510,1812 Overture by Peter Ilyich Tchaikovsky,5/13/1983,190,pyotr ilyich tchaikovsky,arthur english
12073,1511,A Nightingale Sang In Berkeley Square by Barbara Cartland,5/6/1983,6,barbara cartland,a n wilson
12074,1511,"Impromptu in G flat major, D899 No. 3 by Franz Schubert",5/6/1983,6,franz schubert,a n wilson
12075,1511,Eternal Father Strong To Save by The Royal Navy College Chapel Choir,5/6/1983,6,the royal navy college chapel choir,a n wilson
12076,1511,Duo for Violin and Viola No. 6 in C major - Minuet by Joseph Haydn,5/6/1983,6,joseph haydn,a n wilson
12077,1511,Se tradirmi tu potrai (from Lucia di Lammermoor) by Gaetano Donizetti,5/6/1983,6,gaetano donizetti,a n wilson
12078,1511,Comus by Henry Lawes,5/6/1983,6,henry lawes,a n wilson
12079,1511,The Winged Horse by Hilaire Belloc,5/6/1983,6,hilaire belloc,a n wilson
12080,1511,"The Dream of Gerontius - Proficiscere, anima Christiana by Edward Elgar",5/6/1983,6,edward elgar,a n wilson
12081,1512,The First Time by Ewan MacColl,4/29/1983,1818,ewan maccoll,max boyce
12082,1512,Carrickfergus by The Dubliners,4/29/1983,1818,the dubliners,max boyce
12083,1512,Gala Performances (Comedy Sketch From Radio) by Al Read,4/29/1983,1818,al read,max boyce
12084,1512,Land Of My Fathers by Crowd at Cardiff Arms Park,4/29/1983,1818,crowd at cardiff arms park,max boyce
12085,1512,Three Little Birds by Bob Marley & The Wailers,4/29/1983,1818,bob marley,max boyce
12086,1512,Hiraeth by Einir Wyn Owen,4/29/1983,1818,einir wyn owen,max boyce
12087,1512,Nessun dorma by Giacomo Puccini,4/29/1983,1818,giacomo puccini,max boyce
12088,1512,Pastoral Symphony (from Messiah) by George Frideric Handel,4/29/1983,1818,george frideric handel,max boyce
12089,1513,Miserere by Gregorio Allegri,4/22/1983,959,gregorio allegri,geoffrey moorhouse
12090,1513,Fifth Test Match (England V Australia 1948) by John Arlott,4/22/1983,959,john arlott,geoffrey moorhouse
12091,1513,Notte e giorno (from Don Giovanni) by Wolfgang Amadeus Mozart,4/22/1983,959,wolfgang amadeus mozart,geoffrey moorhouse
12092,1513,Fugue In G Minor by Johann Sebastian Bach,4/22/1983,959,johann sebastian bach,geoffrey moorhouse
12093,1513,Kafi-Holi by Chatur Lal,4/22/1983,959,chatur lal,geoffrey moorhouse
12094,1513,The Sound Of Silence by Simon & Garfunkel,4/22/1983,959,simon garfunkel,geoffrey moorhouse
12095,1513,Kyrie Eleison by The St Alexander Nevsky Cathedral Choir,4/22/1983,959,the st alexander nevsky cathedral choir,geoffrey moorhouse
