,episode_ref,track_name,trackNo,favourite,artist,disc,date,name,castaway_ref,std_artist,std_disc,std_name,disc_ref
13029,1630,Wide-Eyed and Legless by Andy Fairweather-Low,5,0,,,12/5/1980,,44,andy fairweather low,andy fairweather low  #  wide eyed and legless,alan minter,370
13030,1630,My Way by Frank Sinatra,6,1,,,12/5/1980,,44,frank sinatra,frank sinatra  #  my way,alan minter,3901
13031,1630,Prize Fighter by Jigsaw,7,0,,,12/5/1980,,44,jigsaw,jigsaw  #  prize fighter,alan minter,5829
13032,1630,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,8,0,,,12/5/1980,,44,edward elgar,edward elgar  #  land of hope and glory,alan minter,3079
13033,1631,Where'er you walk (from Semele) by George Frideric Handel,1,0,,,11/28/1980,,2788,george frideric handel,george frideric handel  #  semele,tom conti,4462
13034,1631,Piano Concerto No. 23 in A major by Wolfgang Amadeus Mozart,2,0,,,11/28/1980,,2788,wolfgang amadeus mozart,wolfgang amadeus mozart  #  piano concerto,tom conti,13096
13035,1631,Seguiriyas Y Bulerias by Paco Aguilera & Antonio Gonzalez,3,0,,,11/28/1980,,2788,paco aguilera antonio gonzalez,paco aguilera antonio gonzalez  #  seguiriyas y bulerias,tom conti,9101
13036,1631,Alfie by Cilla Black,4,0,,,11/28/1980,,2788,cilla black,cilla black  #  alfie,tom conti,2069
13037,1631,Partita for Keyboard No. 1 in B flat major by Johann Sebastian Bach,5,0,,,11/28/1980,,2788,johann sebastian bach,johann sebastian bach  #  partita for keyboard no 1 in b flat major,tom conti,6119
13038,1631,Dies irae (from Requiem Mass) by Giuseppe Verdi,6,1,,,11/28/1980,,2788,giuseppe verdi,giuseppe verdi  #  requiem mass,tom conti,4774
13039,1631,Sea Pictures - Sea slumber-song by Edward Elgar,7,0,,,11/28/1980,,2788,edward elgar,edward elgar  #  sea pictures,tom conti,3086
13040,1631,Caro Mio Ben by Beniamino Gigli,8,0,,,11/28/1980,,2788,beniamino gigli,beniamino gigli  #  caro mio ben,tom conti,915
13041,1632,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,1,1,,,11/21/1980,,1225,wolfgang amadeus mozart,wolfgang amadeus mozart  #  clarinet concerto in a major,jacquetta hawkes,13039
13042,1632,"Violin Sonata No. 9 in A major, Op. 47 'Kreutzer' by Ludwig van Beethoven",2,0,,,11/21/1980,,1225,ludwig van beethoven,ludwig van beethoven  #  violin sonata in a major,jacquetta hawkes,7757
13043,1632,Balham-Gateway To The South by Peter Sellers,3,0,,,11/21/1980,,1225,peter sellers,peter sellers  #  balham gateway to the south,jacquetta hawkes,9527
13044,1632,String Quintet No. 4 in G minor by Wolfgang Amadeus Mozart,4,0,,,11/21/1980,,1225,wolfgang amadeus mozart,wolfgang amadeus mozart  #  quintet in g minor,jacquetta hawkes,13119
13045,1632,Water Music by George Frideric Handel,5,0,,,11/21/1980,,1225,george frideric handel,george frideric handel  #  water music,jacquetta hawkes,4478
13046,1632,Smoking In A Hot Bath by J B Priestley,6,0,,,11/21/1980,,1225,j b priestley,j b priestley  #  smoking in a hot bath,jacquetta hawkes,5516
13047,1632,Fugue For Tin Horns (from Guys and Dolls) by Frank Loesser,7,0,,,11/21/1980,,1225,frank loesser,frank loesser  #  guys and dolls,jacquetta hawkes,3826
13048,1632,Cello Concerto in E Minor by Edward Elgar,8,0,,,11/21/1980,,1225,edward elgar,edward elgar  #  cello concerto in e minor,jacquetta hawkes,3068
13049,1633,Piano Concerto No. 17 in G major by Wolfgang Amadeus Mozart,1,0,,,11/14/1980,,1761,wolfgang amadeus mozart,wolfgang amadeus mozart  #  piano concerto in g major,mark elder,13101
13050,1633,Almighty and Everlasting God by The Clerkes of Oxenford,2,0,,,11/14/1980,,1761,the clerkes of oxenford,the clerkes of oxenford  #  almighty and everlasting god,mark elder,11682
13051,1633,Torno all'assalto (from Falstaff) by Giuseppe Verdi,3,0,,,11/14/1980,,1761,giuseppe verdi,giuseppe verdi  #  falstaff,mark elder,4751
13052,1633,In Nature's Realm Overture by Antonín Dvořák,4,0,,,11/14/1980,,1761,antonin dvorak,antonin dvorak  #  in natures realm overture,mark elder,463
13053,1633,I Used To Be Colour Blind by Fred Astaire,5,1,,,11/14/1980,,1761,fred astaire,fred astaire  #  i used to be colour blind,mark elder,4125
13054,1633,Ein Heldenleben by Richard Strauss,6,0,,,11/14/1980,,1761,richard strauss,richard strauss  #  ein heldenleben,mark elder,10070
13055,1633,String Quintet in C major by Franz Schubert,7,0,,,11/14/1980,,1761,franz schubert,franz schubert  #  string quintet in c major,mark elder,4096
13056,1633,Wie Klug Wie Gut,8,0,,,11/14/1980,,1761,wie klug wie gut,wie klug wie gut  #  ,mark elder,12892
13057,1634,Io de' sospiri (Shepherd boy's song) (from Tosca) by Giacomo Puccini,1,0,,,11/7/1980,,667,giacomo puccini,giacomo puccini  #  tosca,derek tangye,4671
13058,1634,Reflets dans l'eau (from Images) by Claude Debussy,2,0,,,11/7/1980,,667,claude debussy,claude debussy  #  images,derek tangye,2105
13059,1634,Galop by Cyril Smith and Phylis Sellick,3,0,,,11/7/1980,,667,cyril smith,cyril smith  #  galop,derek tangye,2330
13060,1634,Jeannie With The Light Brown Hair by Carroll Gibbons and his String Quintet,4,0,,,11/7/1980,,667,carroll gibbons,carroll gibbons  #  the light,derek tangye,1771
13061,1634,Symphony No. 2 in E minor by Sergey Rachmaninov,5,1,,,11/7/1980,,667,sergey rachmaninov,sergey rachmaninov  #  symphony no 2,derek tangye,10707
13062,1634,String Quartet in D major by Joseph Haydn,6,0,,,11/7/1980,,667,joseph haydn,joseph haydn  #  string quartet,derek tangye,6647
13063,1634,Holberg Suite by Edvard Grieg,7,0,,,11/7/1980,,667,edvard grieg,edvard grieg  #  holberg suite,derek tangye,3052
13064,1634,This Is My Lovely Day by Lizbeth Webb,8,0,,,11/7/1980,,667,lizbeth webb,lizbeth webb  #  lovely day,derek tangye,7443
13065,1635,Symphony No. 6 in B minor 'Pathétique' by Peter Ilyich Tchaikovsky,1,0,,,10/31/1980,,403,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  symphony no 6 in b minor,catherine gaskin,9493
13066,1635,"Scherzo in B flat minor, Op. 31",2,0,,,10/31/1980,,403,scherzo in b flat minor op 31,scherzo in b flat minor op 31  #  ,catherine gaskin,10596
13067,1635,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,3,0,,,10/31/1980,,403,wolfgang amadeus mozart,wolfgang amadeus mozart  #  sinfonia concertante in e flat major,catherine gaskin,13129
13068,1635,Piano Concerto No. 1 in D minor by Johannes Brahms,4,0,,,10/31/1980,,403,johannes brahms,johannes brahms  #  piano concerto no 1,catherine gaskin,6247
13069,1635,Orchestral Suite No. 2 in B minor by Johann Sebastian Bach,5,0,,,10/31/1980,,403,johann sebastian bach,johann sebastian bach  #  orchestral suite no 2 in b minor,catherine gaskin,6117
13070,1635,Lincoln Portrait by Aaron Copland,6,0,,,10/31/1980,,403,aaron copland,aaron copland  #  lincoln portrait,catherine gaskin,32
13071,1635,Symphony No. 9 in C major 'Great' by Franz Schubert,7,0,,,10/31/1980,,403,franz schubert,franz schubert  #  symphony in c major,catherine gaskin,4099
13072,1635,"String Quartet No.14 in C sharp minor, Op. 131 by Ludwig van Beethoven",8,1,,,10/31/1980,,403,ludwig van beethoven,ludwig van beethoven  #  string quartet,catherine gaskin,7715
13073,1636,Sarabande by George Frideric Handel,1,0,,,10/24/1980,,344,george frideric handel,george frideric handel  #  sarabande,brian glover,4459
13074,1636,Like A Rolling Stone by Bob Dylan,2,1,,,10/24/1980,,344,bob dylan,bob dylan  #  like a rolling stone,brian glover,1388
13075,1636,The Lark In The Morning by Maddy Prior & Steeleye Span,3,0,,,10/24/1980,,344,steeleye span,steeleye span  #  in the morning,brian glover,11089
13076,1636,"Non, Je Ne Regrette Rien by Édith Piaf",4,0,,,10/24/1980,,344,edith piaf,edith piaf  #  je ne regrette rien,brian glover,3013
13077,1636,Romeo and Juliet by Sergei Prokofiev,5,0,,,10/24/1980,,344,sergei prokofiev,sergei prokofiev  #  romeo and juliet,brian glover,10659
13078,1636,Brandenburg Concerto No. 3 in G Major by Johann Sebastian Bach,6,0,,,10/24/1980,,344,johann sebastian bach,johann sebastian bach  #  brandenburg concerto no 3 in g major,brian glover,6030
13079,1636,Too Young by Nat King Cole,7,0,,,10/24/1980,,344,nat king cole,nat king cole  #  too young,brian glover,8634
13080,1636,Lay Me Low by John Tams & Albion Band,8,0,,,10/24/1980,,344,john tams,john tams  #  lay me low,brian glover,6474
13081,1637,Concerto for Double String Orchestra by Michael Tippett,1,0,,,10/17/1980,,2586,michael tippett,michael tippett  #  concerto for orchestra,sir john tooley,8286
13082,1637,Selig wie die Sonne (from Die Meistersinger von Nürnberg),2,0,,,10/17/1980,,2586,richard wagner,richard wagner  #  die meistersinger von nurnberg,sir john tooley,10117
13083,1637,Octet in F major by Franz Schubert,3,0,,,10/17/1980,,2586,franz schubert,franz schubert  #  octet in f major,sir john tooley,4069
13084,1637,The Trojans by Hector Berlioz,4,0,,,10/17/1980,,2586,hector berlioz,hector berlioz  #  the trojans,sir john tooley,5152
13085,1637,Ella giammai m'amò (from Don Carlos) by Giuseppe Verdi,5,0,,,10/17/1980,,2586,giuseppe verdi,giuseppe verdi  #  don carlos,sir john tooley,4749
13086,1637,Symphony No. 88 in G major 'Letter V' by Joseph Haydn,6,0,,,10/17/1980,,2586,joseph haydn,joseph haydn  #  symphony in g major,sir john tooley,6657
13087,1637,Mein schöner Stern! (from Minnespiel) by Robert Schumann,7,0,,,10/17/1980,,2586,robert schumann,robert schumann  #  minnespiel,sir john tooley,10225
13088,1637,The Marriage Of Figaro Act 2 Finale by Wolfgang Amadeus Mozart,8,1,,,10/17/1980,,2586,wolfgang amadeus mozart,wolfgang amadeus mozart  #  the marriage of figaro act 2,sir john tooley,13165
13089,1638,"The Twelve Days Of Christmas by Choir of St John’s College, Cambridge",1,0,,,10/10/1980,,2361,choir of st john s college cambridge,choir of st john s college cambridge  #  the twelve days of christmas,ronald lockley,1985
13090,1638,Solveig's Song (from Peer Gynt Suite No. 2) by Edvard Grieg,2,0,,,10/10/1980,,2361,edvard grieg,edvard grieg  #  peer gynt,ronald lockley,3057
13091,1638,Mazurka by Frédéric Chopin/Douglas,3,0,,,10/10/1980,,2361,frederic chopin,frederic chopin  #  mazurka,ronald lockley,4186
13092,1638,Prélude à l'après midi d'un faune by Claude Debussy,4,1,,,10/10/1980,,2361,claude debussy,claude debussy  #  prelude a l apres midi d un faune,ronald lockley,2117
13093,1638,The Blue Danube by Johann Strauss II,5,0,,,10/10/1980,,2361,johann strauss ii,johann strauss ii  #  the blue danube,ronald lockley,6212
13094,1638,"Après un rêve, Op. 7/1 by Gabriel Fauré",6,0,,,10/10/1980,,2361,gabriel faure,gabriel faure  #  apres un reve op 7 1,ronald lockley,4279
13095,1638,David Of The White Rock by Harry Secombe,7,0,,,10/10/1980,,2361,harry secombe,harry secombe  #  david of the white rock,ronald lockley,5110
13096,1638,"The foggy, foggy dew by Benjamin Britten",8,0,,,10/10/1980,,2361,benjamin britten,benjamin britten  #  foggy foggy dew,ronald lockley,944
13097,1639,Organ Symphony No. 5 in F minor by Charles‐Marie Widor,1,0,,,10/3/1980,,99,charles marie widor,charles marie widor  #  symphony no 5,andrea newman,1865
13098,1639,Symphony No. 6 in E minor by Ralph Vaughan Williams,2,0,,,10/3/1980,,99,ralph vaughan williams,ralph vaughan williams  #  symphony no 6 in e minor,andrea newman,9867
13099,1639,In Sistiamo by Giacomo Puccini,3,0,,,10/3/1980,,99,giacomo puccini,giacomo puccini  #  in sistiamo,andrea newman,4652
13100,1639,Liebestod (from Tristan und Isolde),4,0,,,10/3/1980,,99,richard wagner,richard wagner  #  tristan und isolde,andrea newman,10142
13101,1639,Here's That Rainy Day by Frank Sinatra,5,0,,,10/3/1980,,99,frank sinatra,frank sinatra  #  heres that rainy day,andrea newman,3861
13102,1639,What Are You Doing The Rest Of Your Life by Barbra Streisand,6,0,,,10/3/1980,,99,barbra streisand,barbra streisand  #  what are you doing the rest of your life,andrea newman,815
13103,1639,Fern Hill by Dylan Thomas,7,0,,,10/3/1980,,99,dylan thomas,dylan thomas  #  fern hill,andrea newman,2917
13104,1639,Im Abendrot (from Four Last Songs) by Richard Strauss,8,1,,,10/3/1980,,99,richard strauss,richard strauss  #  four last songs,andrea newman,10073
13105,1640,"Well-tempered Clavier, Book 1 - Prelude & Fugue in C major by Johann Sebastian Bach",1,0,,,9/26/1980,,1866,johann sebastian bach,johann sebastian bach  #  well tempered clavier book 1 prelude in c major,michael powell,6192
13106,1640,Disc Jockey by Mike Nichols and Elaine May,2,0,,,9/26/1980,,1866,mike nichols and elaine may,mike nichols and elaine may  #  disc jockey,michael powell,8321
13107,1640,Violin Sonata In A by Ludwig van Beethoven,3,0,,,9/26/1980,,1866,ludwig van beethoven,ludwig van beethoven  #  violin sonata,michael powell,7756
13108,1640,Do Not Go Gentle into that Good Night by Dylan Thomas,4,0,,,9/26/1980,,1866,dylan thomas,dylan thomas  #  do not go gentle into that good night,michael powell,2916
13109,1640,Der Rosenkavalier by Richard Strauss,5,1,,,9/26/1980,,1866,richard strauss,richard strauss  #  der rosenkavalier,michael powell,10062
13110,1640,On the Dnieper by Modest Mussorgsky,6,0,,,9/26/1980,,1866,modest mussorgsky,modest mussorgsky  #  on the dnieper,michael powell,8419
13111,1640,Partita for Solo Violin No. 2 in D minor by Johann Sebastian Bach,7,0,,,9/26/1980,,1866,johann sebastian bach,johann sebastian bach  #  partita no 2 in d minor,michael powell,6127
13112,1640,Barcarolle (from Tales of Hoffman) by Jacques Offenbach,8,0,,,9/26/1980,,1866,jacques offenbach,jacques offenbach  #  tales of hoffman,michael powell,5621
13113,1641,Rondo capriccioso in E major by Felix Mendelssohn,1,1,,,9/19/1980,,148,felix mendelssohn,felix mendelssohn  #  rondo capriccioso in e major,antal dorati,3649
13114,1641,The Seasons by Joseph Haydn,2,0,,,9/19/1980,,148,joseph haydn,joseph haydn  #  the seasons,antal dorati,6669
13115,1641,Concerto For Orchestra,3,0,,,9/19/1980,,148,michael tippett,michael tippett  #  concerto for orchestra,antal dorati,8286
13116,1641,"O, namen, Namenlose Freude! (from Fidelio) by Ludwig van Beethoven",4,0,,,9/19/1980,,148,ludwig van beethoven,ludwig van beethoven  #  fidelio,antal dorati,7662
13117,1641,"String Quartet No. 21 in D major, K575 by Wolfgang Amadeus Mozart",5,0,,,9/19/1980,,148,wolfgang amadeus mozart,wolfgang amadeus mozart  #  string quartet in d major,antal dorati,13139
13118,1641,Clarinet Quintet In B Minor by Johannes Brahms,6,0,,,9/19/1980,,148,johannes brahms,johannes brahms  #  clarinet quintet in b minor,antal dorati,6227
13119,1641,Täuschung (from Winterreise) by Franz Schubert,7,0,,,9/19/1980,,148,franz schubert,franz schubert  #  winterreise,antal dorati,4109
13120,1641,Now is the winter of our discontent (from Richard III) by William Shakespeare,8,0,,,9/19/1980,,148,william shakespeare,william shakespeare  #  richard iii,antal dorati,12957
13121,1642,The Green Cockatoo by Roberto Inglez & his Orchestra,1,0,,,9/12/1980,,771,roberto inglez his orchestra,roberto inglez his orchestra  #  the green cockatoo,earl of snowdon,10273
13122,1642,London Pride by Noël Coward,2,0,,,9/12/1980,,771,noel coward,noel coward  #  london pride,earl of snowdon,8869
13123,1642,Night and Day by Al Bowlly,3,0,,,9/12/1980,,771,al bowlly,al bowlly  #  night and day,earl of snowdon,106
13124,1642,See What The Boys In The Back Room Will Have by Marlene Dietrich,4,0,,,9/12/1980,,771,marlene dietrich,marlene dietrich  #  see what the boys in the back room will have,earl of snowdon,8003
13125,1642,West Side Story Prologue by Leonard Bernstein,5,0,,,9/12/1980,,771,leonard bernstein,leonard bernstein  #  west side story,earl of snowdon,7250
13126,1642,Swan Lake - Act 4 (finale) by Peter Ilyich Tchaikovsky,6,1,,,9/12/1980,,771,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  swan lake,earl of snowdon,9485
13127,1642,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,7,0,,,9/12/1980,,771,ludwig van beethoven,ludwig van beethoven  #  symphony no 9 in d minor,earl of snowdon,7747
13128,1642,Land Of My Fathers by The Fron Male Voice Choir,8,0,,,9/12/1980,,771,the fron male voice choir,the fron male voice choir  #  land of my fathers,earl of snowdon,11765
13129,1643,Arabeske in C major by Robert Schumann,1,0,,,9/5/1980,,2248,robert schumann,robert schumann  #  arabeske in c major,renata scotto,10210
13130,1643,Amor ti vieta (from Fedora) by Aureliano Pertile,2,0,,,9/5/1980,,2248,aureliano pertile,aureliano pertile  #  fedora,renata scotto,709
13131,1643,Nocturne In E Flat Major,3,0,,,9/5/1980,,2248,frederic chopin,frederic chopin  #  nocturne in e flat major,renata scotto,4192
13132,1643,Liebestod (from Tristan und Isolde),4,0,,,9/5/1980,,2248,richard wagner,richard wagner  #  tristan und isolde,renata scotto,10142
13133,1643,Yesterday by The Beatles,5,0,,,9/5/1980,,2248,the beatles,the beatles  #  yesterday,renata scotto,11571
13134,1643,"Sola, perduta, abbandonata (from Manon Lescaut) by Giacomo Puccini",6,1,,,9/5/1980,,2248,giacomo puccini,giacomo puccini  #  manon lescaut,renata scotto,4660
13135,1643,Träumerei (from Scenes from Childhood) by Robert Schumann,7,0,,,9/5/1980,,2248,robert schumann,robert schumann  #  childhood,renata scotto,10213
13136,1643,Poveri Fiori by Renata Scotto,8,0,,,9/5/1980,,2248,renata scotto,renata scotto  #  poveri fiori,renata scotto,9993
13137,1644,A wandering ministrel I (from The Mikado) by Arthur Sullivan,1,0,,,8/29/1980,,2824,arthur sullivan,arthur sullivan  #  the mikado,tristan jones,656
13138,1644,"Hello, Goodbye by The Beatles",2,0,,,8/29/1980,,2824,the beatles,the beatles  #  hello goodbye,tristan jones,11515
13139,1644,Night On The Bare Mountain by Modest Mussorgsky,3,0,,,8/29/1980,,2824,modest mussorgsky,modest mussorgsky  #  night on the bare mountain,tristan jones,8418
13140,1644,Love Will Keep Us Together by Dionne Warwick,4,0,,,8/29/1980,,2824,dionne warwick,dionne warwick  #  love will keep us together,tristan jones,2630
13141,1644,1812 Overture by Peter Ilyich Tchaikovsky,5,1,,,8/29/1980,,2824,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  1812 overture,tristan jones,9458
13142,1644,Lullaby Of Broadway by Ella Fitzgerald,6,0,,,8/29/1980,,2824,ella fitzgerald,ella fitzgerald  #  lullaby of broadway,tristan jones,3213
13143,1644,Hallelujah Chorus (from Messiah) by George Frideric Handel,7,0,,,8/29/1980,,2824,george frideric handel,george frideric handel  #  messiah,tristan jones,4446
13144,1644,Hearts Of Oak by Band of HM Royal Marines,8,0,,,8/29/1980,,2824,band of hm royal marines,band of hm royal marines  #  hearts of oak,tristan jones,750
13145,1645,Valses nobles et sentimentales by Maurice Ravel,1,0,,,8/22/1980,,2697,maurice ravel,maurice ravel  #  valses nobles et sentimentales,stephen sondheim,8148
13146,1645,Concerto For Orchestra,2,0,,,8/22/1980,,2697,michael tippett,michael tippett  #  concerto for orchestra,stephen sondheim,8286
13147,1645,Porgy and Bess by Lawrence Winters and Others,3,1,,,8/22/1980,,2697,lawrence winters,lawrence winters  #  porgy and bess,stephen sondheim,7154
13148,1645,Piano Concerto No. 2 in B flat major by Johannes Brahms,4,0,,,8/22/1980,,2697,johannes brahms,johannes brahms  #  piano concerto in b flat major,stephen sondheim,6246
13149,1645,Poems by Isao Sato & Sab Shimono,5,0,,,8/22/1980,,2697,isao sato sab shimono,isao sato sab shimono  #  poems,stephen sondheim,5486
13150,1645,Piano Concerto for Left-Hand in D minor by Maurice Ravel,6,0,,,8/22/1980,,2697,maurice ravel,maurice ravel  #  concerto in d minor,stephen sondheim,8124
13151,1645,Symphony Of Psalms by Igor Stravinsky,7,0,,,8/22/1980,,2697,igor stravinsky,igor stravinsky  #  symphony of psalms,stephen sondheim,5427
13152,1645,The Ballad Of Sweeney Todd by Len Cariou,8,0,,,8/22/1980,,2697,len cariou,len cariou  #  sweeney todd,stephen sondheim,7195
13153,1646,String Quartet in C major by Franz Schubert,1,0,,,8/15/1980,,2918,franz schubert,franz schubert  #  string quartet,william trevor,4093
13154,1646,Sound the trumpet (from Birthday Ode 'Come ye sons of art away') by Henry Purcell,2,0,,,8/15/1980,,2918,henry purcell,henry purcell  #  birthday ode come ye sons of art away,william trevor,5207
13155,1646,Concerto For Two Harpsichords in C minor by Johann Sebastian Bach,3,0,,,8/15/1980,,2918,johann sebastian bach,johann sebastian bach  #  concerto in c minor,william trevor,6078
13156,1646,Piano Concerto No. 24 in C minor by Wolfgang Amadeus Mozart,4,0,,,8/15/1980,,2918,wolfgang amadeus mozart,wolfgang amadeus mozart  #  piano concerto in c minor,william trevor,13098
13157,1646,The Mouse Problem,5,0,,,8/15/1980,,2918,the mouse problem,the mouse problem  #  ,william trevor,11963
13158,1646,"Impromptu in B flat major, D935 No. 3 by Franz Schubert",6,0,,,8/15/1980,,2918,franz schubert,franz schubert  #  impromptu no 3 in b flat major,william trevor,4061
13159,1646,Clarinet Quintet In B Minor by Johannes Brahms,7,1,,,8/15/1980,,2918,johannes brahms,johannes brahms  #  clarinet quintet in b minor,william trevor,6227
13160,1646,Ave Verum Corpus by King's College Chapel Choir,8,0,,,8/15/1980,,2918,king s college chapel choir,king s college chapel choir  #  ave verum corpus,william trevor,7006
13161,1647,Symphony No. 7 In A Major by Ludwig van Beethoven,1,1,,,8/8/1980,,1045,ludwig van beethoven,ludwig van beethoven  #  symphony no 7 in a major,gregory peck,7742
13162,1647,La traviata Prelude to Act 1 by Giuseppe Verdi,2,0,,,8/8/1980,,1045,giuseppe verdi,giuseppe verdi  #  la traviata,gregory peck,4763
13163,1647,Satin Doll by Duke Ellington & His Orchestra,3,0,,,8/8/1980,,1045,duke ellington,duke ellington  #  satin doll,gregory peck,2875
13164,1647,Symphony No. 40 In G Minor by Wolfgang Amadeus Mozart,4,0,,,8/8/1980,,1045,wolfgang amadeus mozart,wolfgang amadeus mozart  #  symphony no 40 in g minor,gregory peck,13154
13165,1647,Che gelida manina (Your tiny hand is frozen) (from La Bohème) by Giacomo Puccini,5,0,,,8/8/1980,,1045,giacomo puccini,giacomo puccini  #  la boheme,gregory peck,4653
13166,1647,Violin Concerto in D Major by Ludwig van Beethoven,6,0,,,8/8/1980,,1045,ludwig van beethoven,ludwig van beethoven  #  violin concerto,gregory peck,7754
13167,1647,"Fantaisie-Impromptu in C sharp minor, Op. 66",7,0,,,8/8/1980,,1045,frederic chopin,frederic chopin  #  fantaisie impromptu in c sharp minor op 66,gregory peck,4182
13168,1647,"New York, New York by Frank Sinatra",8,0,,,8/8/1980,,1045,frank sinatra,frank sinatra  #  new york new york,gregory peck,3903
13169,1648,"Non, Je Ne Regrette Rien by Édith Piaf",1,0,,,8/1/1980,,625,edith piaf,edith piaf  #  je ne regrette rien,david scott blackhall,3013
13170,1648,Home by Layton & Johnstone,2,0,,,8/1/1980,,625,layton johnstone,layton johnstone  #  home,david scott blackhall,7162
13171,1648,The Whiffenpoof Song,3,0,,,8/1/1980,,625,the whiffenpoof song,the whiffenpoof song  #  ,david scott blackhall,12243
13172,1648,Love Is here to stay (from Goldwyn Follies) by George Gershwin,4,1,,,8/1/1980,,625,george gershwin,george gershwin  #  goldwyn follies,david scott blackhall,4485
13173,1648,Lollipops by Mario De Pietro,5,0,,,8/1/1980,,625,mario de pietro,mario de pietro  #  lollipops,david scott blackhall,7961
13174,1648,The Click Song by Miriam Makeba,6,0,,,8/1/1980,,625,miriam makeba,miriam makeba  #  the click song,david scott blackhall,8393
13175,1648,Nocturne In E Flat Major,7,0,,,8/1/1980,,625,frederic chopin,frederic chopin  #  nocturne in e flat major,david scott blackhall,4192
13176,1648,Ave Maria by Charles‐François Gounod,8,0,,,8/1/1980,,625,charles francois gounod,charles francois gounod  #  ave maria,david scott blackhall,1846
13177,1649,"Abraham, Martin and John by Marvin Gaye",1,0,,,7/25/1980,,526,marvin gaye,marvin gaye  #  abraham martin and john,daley thompson,8031
13178,1649,You've Got A Friend by James Taylor,2,0,,,7/25/1980,,526,james taylor,james taylor  #  you ve got a friend,daley thompson,5674
13179,1649,Sho 'nuff Must Be Love by Heatwave,3,0,,,7/25/1980,,526,heatwave,heatwave  #  sho nuff must be love,daley thompson,5138
13180,1649,Together by Clifford Smith,4,0,,,7/25/1980,,526,clifford smith,clifford smith  #  together,daley thompson,2179
13181,1649,For The Good Times by Al Green,5,0,,,7/25/1980,,526,al green,al green  #  good times,daley thompson,110
13182,1649,The Best Days Of My Life by Rod Stewart,6,0,,,7/25/1980,,526,rod stewart,rod stewart  #  the best,daley thompson,10296
13183,1649,Unchained Melody,7,1,,,7/25/1980,,526,unchained melody,unchained melody  #  ,daley thompson,12573
13184,1649,Three Times A Lady by Commodores,8,0,,,7/25/1980,,526,commodores,commodores  #  three times a lady,daley thompson,2227
13185,1650,Loudly let the trumpets bray (Entry of the Peers) (from Iolanthe) by Arthur Sullivan,1,0,,,7/18/1980,,2797,arthur sullivan,arthur sullivan  #  iolanthe,tom lehrer,644
13186,1650,Nina (from Sigh No More) by Noël Coward,2,0,,,7/18/1980,,2797,noel coward,noel coward  #  no more,tom lehrer,8874
13187,1650,Luck Be A Lady by Robert Alda,3,0,,,7/18/1980,,2797,robert alda,robert alda  #  luck be a lady,tom lehrer,10176
13188,1650,Vanilla Ice Cream by Barbara Cook,4,0,,,7/18/1980,,2797,barbara cook,barbara cook  #  vanilla ice cream,tom lehrer,774
13189,1650,Bon Voyage by William Ovis,5,0,,,7/18/1980,,2797,william ovis,william ovis  #  bon voyage,tom lehrer,12938
13190,1650,Sail Away by Randy Newman,6,0,,,7/18/1980,,2797,randy newman,randy newman  #  sail away,tom lehrer,9891
13191,1650,Send In The Clowns by Glynis Johns,7,0,,,7/18/1980,,2797,glynis johns,glynis johns  #  send in the clowns,tom lehrer,4837
13192,1650,Der Rosenkavalier Waltzes by Richard Strauss,8,1,,,7/18/1980,,2797,richard strauss,richard strauss  #  der rosenkavalier,tom lehrer,10062
13193,1651,Poorbi-Dhun by Bismillah Khan,1,0,,,7/11/1980,,2836,bismillah khan,bismillah khan  #  poorbi dhun,v s naipaul,1298
13194,1651,Serenade for Strings in C major by Peter Ilyich Tchaikovsky,2,0,,,7/11/1980,,2836,peter ilyich tchaikovsky,peter ilyich tchaikovsky  #  serenade for strings,v s naipaul,9479
13195,1651,Smoke Gets In Your Eyes by Dinah Shore,3,0,,,7/11/1980,,2836,dinah shore,dinah shore  #  in your eyes,v s naipaul,2602
13196,1651,Lilli Marlene by Lale Andersen,4,0,,,7/11/1980,,2836,lale andersen,lale andersen  #  lilli marlene,v s naipaul,7108
13197,1651,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,5,0,,,7/11/1980,,2836,johann sebastian bach,johann sebastian bach  #  brandenburg concerto no 5 in d major,v s naipaul,6031
13198,1651,Symphony No. 4 in G major by Gustav Mahler,6,0,,,7/11/1980,,2836,gustav mahler,gustav mahler  #  symphony in g major,v s naipaul,4965
13199,1651,"Piano Sonata No. 32 in C minor, Op. 111 by Ludwig van Beethoven",7,1,,,7/11/1980,,2836,ludwig van beethoven,ludwig van beethoven  #  sonata in c,v s naipaul,7706
13200,1651,Des Malhar by Ustad Ali Akbar Khan & Shankar Gohosh,8,0,,,7/11/1980,,2836,ustad ali akbar khan shankar gohosh,ustad ali akbar khan shankar gohosh  #  des malhar,v s naipaul,12615
