Source,Target,Type,Weight
50-3040,10-143,Undirected,1
50-1025,10-1492,Undirected,1
10-430,10-2676,Undirected,1
50-527,50-1874,Undirected,1
50-1083,10-2567,Undirected,1
10-1158,10-2915,Undirected,1
40-441,50-419,Undirected,1
50-338,10-2807,Undirected,1
40-488,10-1386,Undirected,1
50-464,50-1767,Undirected,1
50-56,50-1476,Undirected,1
10-111,10-166,Undirected,1
50-1492,50-1856,Undirected,1
50-2139,10-794,Undirected,1
50-2875,10-2488,Undirected,1
50-1745,50-2977,Undirected,1
40-412,50-2857,Undirected,1
10-312,10-2391,Undirected,1
40-461,40-524,Undirected,1
50-2337,10-1077,Undirected,1
50-785,10-1204,Undirected,1
40-322,10-1070,Undirected,1
50-2551,50-3085,Undirected,1
50-761,10-2307,Undirected,1
50-2645,50-3054,Undirected,1
40-409,50-2008,Undirected,1
50-412,50-1158,Undirected,1
50-1195,20-15,Undirected,1
10-30,10-563,Undirected,1
10-341,10-2369,Undirected,1
50-332,50-2011,Undirected,1
50-70,50-975,Undirected,1
50-2892,10-15,Undirected,1
50-2190,10-668,Undirected,1
50-396,50-3102,Undirected,1
50-1966,10-649,Undirected,1
50-1968,10-111,Undirected,1
50-2238,50-2605,Undirected,1
50-750,50-1760,Undirected,1
50-1818,10-354,Undirected,1
50-1365,50-2220,Undirected,1
10-184,10-226,Undirected,1
10-2337,10-2339,Undirected,1
50-2119,50-2495,Undirected,1
10-649,10-2107,Undirected,1
50-1051,50-2876,Undirected,1
10-2871,10-3050,Undirected,1
50-1321,50-2761,Undirected,1
50-1843,50-3108,Undirected,1
50-712,50-1851,Undirected,1
50-2274,10-2114,Undirected,1
50-3156,10-2170,Undirected,1
50-419,10-1045,Undirected,1
40-86,10-1964,Undirected,1
40-511,10-1975,Undirected,1
50-2125,10-1697,Undirected,1
40-203,50-2653,Undirected,1
50-897,10-916,Undirected,1
40-21,40-253,Undirected,1
50-236,10-349,Undirected,1
40-413,50-708,Undirected,1
50-95,10-703,Undirected,1
50-396,50-1376,Undirected,1
50-31,10-1005,Undirected,1
50-2190,10-2544,Undirected,1
20-242,20-332,Undirected,1
50-567,10-36,Undirected,1
50-524,50-621,Undirected,1
40-396,50-2687,Undirected,1
40-255,50-1826,Undirected,1
50-2098,50-2554,Undirected,1
50-351,10-368,Undirected,1
40-164,50-2566,Undirected,1
50-1645,50-1909,Undirected,1
50-1836,10-640,Undirected,1
40-54,10-2610,Undirected,1
50-1312,50-1700,Undirected,1
50-3039,10-864,Undirected,1
50-144,10-3038,Undirected,1
50-937,10-666,Undirected,1
10-1332,10-2679,Undirected,1
40-519,50-1198,Undirected,1
40-62,50-2224,Undirected,1
50-1768,10-2115,Undirected,1
10-742,10-1975,Undirected,1
50-76,50-1175,Undirected,1
10-574,20-158,Undirected,1
50-597,50-1770,Undirected,1
50-599,50-970,Undirected,1
50-184,10-2807,Undirected,1
50-134,10-900,Undirected,1
50-84,50-2394,Undirected,1
40-92,50-1361,Undirected,1
50-1407,50-3092,Undirected,1
10-121,10-1190,Undirected,1
40-134,50-2036,Undirected,1
50-2488,10-329,Undirected,1
50-1808,10-331,Undirected,1
50-298,50-1245,Undirected,1
50-508,10-625,Undirected,1
50-396,50-2252,Undirected,1
50-1791,10-2815,Undirected,1
40-322,50-1063,Undirected,1
50-1574,50-2827,Undirected,1
50-1851,50-3112,Undirected,1
40-295,50-616,Undirected,1
50-2740,10-926,Undirected,1
40-66,50-2227,Undirected,1
50-1909,50-2590,Undirected,1
10-547,20-353,Undirected,1
40-81,50-1719,Undirected,1
40-243,10-654,Undirected,1
50-1812,10-114,Undirected,1
10-121,10-2776,Undirected,1
10-896,10-2280,Undirected,1
40-497,50-2474,Undirected,1
10-165,20-186,Undirected,1
50-994,50-1598,Undirected,1
10-180,10-1508,Undirected,1
10-414,10-2992,Undirected,1
40-376,10-704,Undirected,1
50-2701,50-2815,Undirected,1
10-782,10-2945,Undirected,1
40-420,40-439,Undirected,1
50-2260,10-2612,Undirected,1
10-1156,10-2608,Undirected,1
40-58,50-2777,Undirected,1
50-2012,20-397,Undirected,1
50-1691,50-2322,Undirected,1
50-2043,10-2203,Undirected,1
50-1938,10-2807,Undirected,1
10-673,10-3000,Undirected,1
50-2102,50-3038,Undirected,1
50-696,10-1487,Undirected,1
50-1365,10-1711,Undirected,1
50-390,10-642,Undirected,1
50-486,50-2603,Undirected,1
50-2612,10-769,Undirected,1
50-1905,50-2232,Undirected,1
50-2551,10-266,Undirected,1
50-553,50-2337,Undirected,1
50-2396,50-2734,Undirected,1
50-2903,10-1666,Undirected,1
10-406,10-1998,Undirected,1
10-1000,20-96,Undirected,1
40-400,10-120,Undirected,1
50-144,50-2606,Undirected,1
10-2234,20-233,Undirected,1
50-92,50-756,Undirected,1
50-1187,50-2041,Undirected,1
50-906,50-2430,Undirected,1
50-2740,10-2711,Undirected,1
50-2454,10-1277,Undirected,1
50-1722,10-1577,Undirected,1
50-1836,10-1137,Undirected,1
40-324,50-3041,Undirected,1
50-1156,50-2894,Undirected,1
40-443,50-3182,Undirected,1
50-1000,50-1373,Undirected,1
50-486,50-974,Undirected,1
50-2683,50-2761,Undirected,1
50-415,50-2010,Undirected,1
50-105,10-926,Undirected,1
50-1059,50-2352,Undirected,1
50-605,50-3005,Undirected,1
40-322,10-694,Undirected,1
50-1437,50-2530,Undirected,1
10-22,10-2153,Undirected,1
50-1827,10-756,Undirected,1
50-2811,10-794,Undirected,1
10-1160,10-2436,Undirected,1
10-1989,10-2405,Undirected,1
50-2211,50-2953,Undirected,1
50-2037,50-2149,Undirected,1
10-849,10-2920,Undirected,1
50-1448,10-2488,Undirected,1
50-470,50-3039,Undirected,1
50-2766,10-502,Undirected,1
40-7,10-1633,Undirected,1
50-1185,10-1027,Undirected,1
50-45,10-2686,Undirected,1
50-853,10-2742,Undirected,1
50-432,50-872,Undirected,1
40-105,40-321,Undirected,1
50-154,10-276,Undirected,1
40-490,50-3108,Undirected,1
50-1488,50-2439,Undirected,1
40-209,50-2364,Undirected,1
50-2602,10-3036,Undirected,1
50-1827,10-977,Undirected,1
40-322,10-2506,Undirected,1
10-752,10-2774,Undirected,1
50-1416,10-694,Undirected,1
10-426,10-1911,Undirected,1
10-988,20-112,Undirected,1
50-88,50-426,Undirected,1
50-1156,50-2910,Undirected,1
50-1489,50-2422,Undirected,1
50-856,50-2545,Undirected,1
50-1820,10-259,Undirected,1
50-2926,10-959,Undirected,1
50-268,50-2645,Undirected,1
50-2918,50-3143,Undirected,1
10-198,20-93,Undirected,1
50-1771,10-2754,Undirected,1
50-2310,10-2210,Undirected,1
40-459,10-1280,Undirected,1
40-90,10-353,Undirected,1
50-1380,10-1049,Undirected,1
50-2381,10-1801,Undirected,1
50-567,10-2883,Undirected,1
50-661,50-2842,Undirected,1
50-589,50-1524,Undirected,1
10-395,10-1593,Undirected,1
50-710,50-1127,Undirected,1
50-625,50-2733,Undirected,1
10-697,10-1673,Undirected,1
50-1198,50-2337,Undirected,1
50-298,50-961,Undirected,1
50-237,50-2590,Undirected,1
10-1769,10-2201,Undirected,1
50-105,10-2711,Undirected,1
40-368,50-1938,Undirected,1
50-2267,10-166,Undirected,1
50-2945,10-2710,Undirected,1
50-514,50-854,Undirected,1
50-935,50-2774,Undirected,1
50-570,50-2610,Undirected,1
50-1328,50-2551,Undirected,1
10-388,10-2776,Undirected,1
50-1771,50-3108,Undirected,1
50-2657,50-3092,Undirected,1
40-447,40-490,Undirected,1
10-752,10-1192,Undirected,1
10-483,10-2743,Undirected,1
50-31,50-2454,Undirected,1
50-1169,10-2611,Undirected,1
50-1043,50-1904,Undirected,1
50-1847,50-2172,Undirected,1
40-161,50-1074,Undirected,1
40-445,40-519,Undirected,1
10-52,10-2450,Undirected,1
50-752,50-2788,Undirected,1
10-649,10-1428,Undirected,1
50-1506,50-2304,Undirected,1
10-890,20-158,Undirected,1
40-374,50-2158,Undirected,1
50-707,50-815,Undirected,1
10-1070,10-2606,Undirected,1
50-2135,20-270,Undirected,1
10-322,10-2803,Undirected,1
50-556,50-2990,Undirected,1
50-2761,50-3043,Undirected,1
50-552,10-1423,Undirected,1
50-2233,50-2740,Undirected,1
50-394,50-2656,Undirected,1
10-1366,10-2194,Undirected,1
50-665,50-2188,Undirected,1
50-1082,50-2174,Undirected,1
10-465,10-1362,Undirected,1
50-2452,50-2816,Undirected,1
50-524,10-1975,Undirected,1
40-59,50-1604,Undirected,1
50-2436,50-3200,Undirected,1
40-299,50-1847,Undirected,1
50-416,50-1319,Undirected,1
10-121,20-116,Undirected,1
50-403,50-775,Undirected,1
40-105,50-3062,Undirected,1
40-445,50-43,Undirected,1
50-2063,50-2160,Undirected,1
40-469,50-2078,Undirected,1
40-216,50-418,Undirected,1
50-2340,50-3038,Undirected,1
50-592,10-1188,Undirected,1
50-1158,10-661,Undirected,1
40-489,10-1534,Undirected,1
50-316,10-1729,Undirected,1
50-2903,50-3184,Undirected,1
50-442,50-821,Undirected,1
40-130,50-2278,Undirected,1
10-144,10-611,Undirected,1
10-201,10-648,Undirected,1
50-1460,10-2695,Undirected,1
40-318,40-395,Undirected,1
50-2519,10-2107,Undirected,1
50-149,50-697,Undirected,1
50-2686,10-880,Undirected,1
50-1084,50-1434,Undirected,1
10-931,10-1392,Undirected,1
50-507,50-763,Undirected,1
10-284,10-2391,Undirected,1
50-1569,50-1675,Undirected,1
50-2919,10-1157,Undirected,1
50-2252,50-2871,Undirected,1
50-1917,10-2742,Undirected,1
10-682,20-156,Undirected,1
40-323,10-703,Undirected,1
50-448,50-760,Undirected,1
50-1026,50-1028,Undirected,1
50-309,50-679,Undirected,1
10-61,10-869,Undirected,1
50-2731,10-285,Undirected,1
40-511,50-3116,Undirected,1
50-2946,10-1581,Undirected,1
50-3024,50-3127,Undirected,1
40-497,50-2389,Undirected,1
50-576,10-1341,Undirected,1
50-412,10-1210,Undirected,1
50-953,10-2944,Undirected,1
50-1169,50-3179,Undirected,1
50-143,50-1072,Undirected,1
50-3043,10-2153,Undirected,1
40-82,50-1968,Undirected,1
40-387,10-59,Undirected,1
50-2729,10-1779,Undirected,1
10-585,10-2896,Undirected,1
50-395,50-994,Undirected,1
50-390,50-732,Undirected,1
50-305,50-1907,Undirected,1
50-776,50-2380,Undirected,1
50-1447,50-3112,Undirected,1
50-430,10-458,Undirected,1
50-2611,50-2681,Undirected,1
50-997,50-2533,Undirected,1
50-798,50-2093,Undirected,1
50-333,50-2010,Undirected,1
50-271,50-1193,Undirected,1
50-168,10-119,Undirected,1
40-151,40-272,Undirected,1
50-2308,10-1398,Undirected,1
10-848,10-1757,Undirected,1
50-1241,10-938,Undirected,1
40-513,10-1125,Undirected,1
40-444,50-1768,Undirected,1
50-1893,50-2917,Undirected,1
50-510,50-2645,Undirected,1
40-215,50-1272,Undirected,1
50-1642,50-2788,Undirected,1
50-146,50-2755,Undirected,1
50-716,50-1052,Undirected,1
50-461,50-775,Undirected,1
50-2693,50-2708,Undirected,1
50-271,50-692,Undirected,1
40-260,50-3096,Undirected,1
50-2563,10-1257,Undirected,1
50-420,20-164,Undirected,1
50-319,50-3178,Undirected,1
50-423,10-620,Undirected,1
50-1042,50-3055,Undirected,1
50-2626,50-2736,Undirected,1
50-2280,50-2594,Undirected,1
10-1009,10-2201,Undirected,1
10-1956,10-2234,Undirected,1
50-2807,10-365,Undirected,1
50-1348,50-2558,Undirected,1
50-1198,10-3036,Undirected,1
50-766,10-2828,Undirected,1
50-2146,10-928,Undirected,1
40-47,40-431,Undirected,1
50-2310,50-2707,Undirected,1
50-540,50-2188,Undirected,1
50-1947,10-36,Undirected,1
50-344,50-399,Undirected,1
50-468,50-1141,Undirected,1
50-2472,50-2875,Undirected,1
50-2000,10-1306,Undirected,1
40-393,10-2332,Undirected,1
50-260,50-3095,Undirected,1
50-389,10-1022,Undirected,1
50-1592,50-3198,Undirected,1
10-848,20-93,Undirected,1
50-448,50-2453,Undirected,1
50-291,50-2203,Undirected,1
50-2438,10-331,Undirected,1
50-2043,10-708,Undirected,1
50-530,50-2848,Undirected,1
50-2386,10-2879,Undirected,1
50-2102,10-1747,Undirected,1
50-2332,50-3200,Undirected,1
50-2931,10-2252,Undirected,1
50-2683,50-2995,Undirected,1
40-120,40-232,Undirected,1
50-426,10-1563,Undirected,1
50-929,50-963,Undirected,1
50-507,50-2055,Undirected,1
50-1383,10-3036,Undirected,1
50-2963,10-2904,Undirected,1
10-2227,20-242,Undirected,1
40-454,50-1272,Undirected,1
10-388,20-116,Undirected,1
50-2684,10-1581,Undirected,1
40-173,50-1025,Undirected,1
50-775,50-1290,Undirected,1
50-464,50-1842,Undirected,1
10-2398,10-2436,Undirected,1
10-661,10-1720,Undirected,1
50-1908,10-901,Undirected,1
50-412,50-1364,Undirected,1
50-1417,50-2153,Undirected,1
50-2467,10-1991,Undirected,1
50-211,50-3128,Undirected,1
50-1377,50-1422,Undirected,1
50-2602,10-1277,Undirected,1
50-525,50-1645,Undirected,1
50-132,10-1492,Undirected,1
10-607,10-2177,Undirected,1
50-2606,50-3056,Undirected,1
50-1434,50-3055,Undirected,1
50-3126,50-3186,Undirected,1
40-237,10-2345,Undirected,1
50-2172,10-1045,Undirected,1
10-61,10-613,Undirected,1
50-2043,20-414,Undirected,1
50-2816,10-347,Undirected,1
50-697,50-1962,Undirected,1
50-1487,50-2422,Undirected,1
10-1428,10-3028,Undirected,1
40-174,50-1821,Undirected,1
50-1394,50-3133,Undirected,1
50-1355,50-1472,Undirected,1
10-2733,20-441,Undirected,1
10-835,10-2907,Undirected,1
10-2578,10-3044,Undirected,1
50-1677,10-1581,Undirected,1
40-6,50-2427,Undirected,1
50-1210,50-3063,Undirected,1
50-1304,10-243,Undirected,1
50-1503,50-2785,Undirected,1
50-815,50-867,Undirected,1
50-2766,10-2915,Undirected,1
10-649,10-671,Undirected,1
50-145,50-1263,Undirected,1
50-333,10-1795,Undirected,1
10-2057,20-263,Undirected,1
50-2981,10-911,Undirected,1
50-605,10-2584,Undirected,1
50-2961,10-2968,Undirected,1
50-2092,50-2599,Undirected,1
10-936,10-1635,Undirected,1
50-1836,10-2074,Undirected,1
50-475,50-2999,Undirected,1
50-972,50-3164,Undirected,1
10-1940,10-2226,Undirected,1
10-89,10-1749,Undirected,1
50-184,50-200,Undirected,1
50-850,10-971,Undirected,1
50-1166,50-1440,Undirected,1
50-2098,50-2550,Undirected,1
50-418,10-1070,Undirected,1
40-322,50-2262,Undirected,1
50-1384,50-2198,Undirected,1
50-2039,10-703,Undirected,1
50-1043,10-2075,Undirected,1
40-409,50-41,Undirected,1
10-1984,20-117,Undirected,1
50-2098,50-2450,Undirected,1
50-2029,50-2337,Undirected,1
10-119,10-1027,Undirected,1
50-854,50-1589,Undirected,1
40-75,40-492,Undirected,1
50-430,50-566,Undirected,1
50-1919,50-2530,Undirected,1
50-2193,10-270,Undirected,1
40-400,50-2945,Undirected,1
50-1028,10-61,Undirected,1
50-1686,50-1961,Undirected,1
50-1666,50-2931,Undirected,1
50-2324,10-299,Undirected,1
50-1452,50-2110,Undirected,1
50-315,50-1298,Undirected,1
10-304,10-1232,Undirected,1
50-1306,50-2505,Undirected,1
50-2220,10-1769,Undirected,1
50-1488,50-3203,Undirected,1
40-454,50-1488,Undirected,1
50-636,10-979,Undirected,1
40-325,50-2506,Undirected,1
50-553,10-1277,Undirected,1
50-1416,50-2262,Undirected,1
50-264,50-414,Undirected,1
50-44,50-1337,Undirected,1
10-233,10-440,Undirected,1
50-589,50-2008,Undirected,1
10-2711,20-339,Undirected,1
40-499,50-1968,Undirected,1
40-491,10-1883,Undirected,1
10-590,10-594,Undirected,1
40-439,10-1632,Undirected,1
50-586,10-1190,Undirected,1
50-1933,50-1968,Undirected,1
50-2519,10-1428,Undirected,1
40-180,50-2215,Undirected,1
50-1698,50-2078,Undirected,1
50-1464,10-608,Undirected,1
50-1950,10-1737,Undirected,1
40-190,40-485,Undirected,1
50-252,10-1329,Undirected,1
40-86,50-423,Undirected,1
50-2201,10-1701,Undirected,1
50-67,50-2926,Undirected,1
50-1398,50-1724,Undirected,1
50-1162,50-2917,Undirected,1
50-1785,10-2880,Undirected,1
10-1077,10-2742,Undirected,1
40-254,50-2299,Undirected,1
50-524,50-3116,Undirected,1
40-358,50-25,Undirected,1
10-874,10-1031,Undirected,1
10-19,10-1213,Undirected,1
10-37,10-130,Undirected,1
10-368,10-1704,Undirected,1
50-1947,10-2883,Undirected,1
50-1812,10-1045,Undirected,1
50-2944,10-2509,Undirected,1
50-275,50-1881,Undirected,1
50-2119,50-2284,Undirected,1
10-1575,10-2752,Undirected,1
40-383,50-403,Undirected,1
50-932,50-2536,Undirected,1
50-1216,50-2001,Undirected,1
50-1533,10-428,Undirected,1
50-1393,50-2717,Undirected,1
50-1377,50-2102,Undirected,1
50-247,50-1422,Undirected,1
50-1093,50-2396,Undirected,1
50-970,50-2506,Undirected,1
50-109,50-669,Undirected,1
50-1170,20-353,Undirected,1
50-2043,10-2688,Undirected,1
50-1074,50-1115,Undirected,1
50-2993,10-1708,Undirected,1
50-3203,10-170,Undirected,1
50-2622,10-1341,Undirected,1
50-2761,20-250,Undirected,1
40-362,10-2904,Undirected,1
40-262,10-1500,Undirected,1
50-418,50-1063,Undirected,1
50-542,50-2553,Undirected,1
10-1334,20-262,Undirected,1
40-147,40-265,Undirected,1
50-1025,50-1516,Undirected,1
10-2792,10-2947,Undirected,1
50-2655,50-2918,Undirected,1
50-820,50-1943,Undirected,1
50-732,10-351,Undirected,1
50-2000,10-1768,Undirected,1
10-138,10-2651,Undirected,1
10-2212,10-2841,Undirected,1
50-1872,10-2526,Undirected,1
50-2000,10-1401,Undirected,1
50-707,50-1054,Undirected,1
10-1162,10-1190,Undirected,1
40-236,10-911,Undirected,1
50-917,50-2905,Undirected,1
50-1628,10-2806,Undirected,1
50-2982,10-2960,Undirected,1
40-517,50-2528,Undirected,1
50-1453,10-1341,Undirected,1
50-1233,50-2043,Undirected,1
50-785,10-2944,Undirected,1
50-1105,10-2012,Undirected,1
50-2299,50-3152,Undirected,1
50-586,50-2516,Undirected,1
50-1556,10-1662,Undirected,1
50-403,50-713,Undirected,1
10-497,10-2510,Undirected,1
50-785,10-1449,Undirected,1
50-1225,10-2806,Undirected,1
50-1198,10-1277,Undirected,1
10-247,10-912,Undirected,1
50-2876,10-869,Undirected,1
10-1162,10-2776,Undirected,1
40-111,50-2008,Undirected,1
50-425,50-2132,Undirected,1
10-2410,20-14,Undirected,1
50-1877,10-569,Undirected,1
50-635,10-2153,Undirected,1
50-442,10-16,Undirected,1
50-1365,10-1581,Undirected,1
50-1063,10-1190,Undirected,1
40-230,50-1573,Undirected,1
50-1234,50-2207,Undirected,1
50-1747,50-2895,Undirected,1
10-707,10-2386,Undirected,1
50-1170,10-2801,Undirected,1
50-609,50-2963,Undirected,1
10-2021,20-460,Undirected,1
50-1144,50-2955,Undirected,1
40-482,10-2914,Undirected,1
50-1872,10-367,Undirected,1
50-2601,10-1722,Undirected,1
50-953,50-1312,Undirected,1
50-2925,50-3109,Undirected,1
50-595,50-994,Undirected,1
10-452,10-648,Undirected,1
40-417,50-853,Undirected,1
50-2945,10-1803,Undirected,1
50-1598,50-2074,Undirected,1
50-482,50-1292,Undirected,1
50-128,50-377,Undirected,1
10-442,10-1218,Undirected,1
50-1315,50-2601,Undirected,1
50-2875,10-2573,Undirected,1
50-67,50-2506,Undirected,1
50-1204,10-866,Undirected,1
40-321,50-2755,Undirected,1
50-2910,50-2917,Undirected,1
50-636,10-114,Undirected,1
50-418,10-694,Undirected,1
50-1154,10-1005,Undirected,1
10-1332,10-1998,Undirected,1
10-69,10-2864,Undirected,1
50-361,10-503,Undirected,1
50-1096,10-2712,Undirected,1
40-322,50-419,Undirected,1
40-15,50-981,Undirected,1
50-2043,10-1386,Undirected,1
50-508,10-608,Undirected,1
50-190,50-2931,Undirected,1
50-1486,50-3062,Undirected,1
50-2686,50-2977,Undirected,1
50-3067,20-30,Undirected,1
50-1327,20-403,Undirected,1
10-2342,10-2628,Undirected,1
10-48,10-469,Undirected,1
50-2338,50-2352,Undirected,1
50-235,50-424,Undirected,1
50-416,10-485,Undirected,1
50-2345,10-1722,Undirected,1
10-2075,10-2828,Undirected,1
50-713,50-1194,Undirected,1
40-273,50-2348,Undirected,1
50-268,10-1769,Undirected,1
20-154,20-188,Undirected,1
40-439,10-704,Undirected,1
50-418,10-2506,Undirected,1
50-2506,50-2857,Undirected,1
10-502,10-1259,Undirected,1
50-247,50-2102,Undirected,1
50-1516,50-2857,Undirected,1
50-920,50-1887,Undirected,1
40-469,10-2611,Undirected,1
50-1158,10-111,Undirected,1
40-149,40-387,Undirected,1
40-219,50-2333,Undirected,1
50-1224,50-2918,Undirected,1
10-1167,20-160,Undirected,1
50-238,50-2293,Undirected,1
50-386,10-347,Undirected,1
10-1204,10-1925,Undirected,1
10-938,10-2828,Undirected,1
10-65,10-1259,Undirected,1
50-1632,50-2160,Undirected,1
50-2697,10-1164,Undirected,1
50-2135,10-1214,Undirected,1
50-3016,10-928,Undirected,1
10-1361,10-1720,Undirected,1
50-2074,50-2903,Undirected,1
50-269,50-2207,Undirected,1
10-836,10-2974,Undirected,1
50-926,10-2332,Undirected,1
50-1866,50-2008,Undirected,1
50-2876,10-613,Undirected,1
10-781,10-1499,Undirected,1
40-513,10-389,Undirected,1
50-1273,50-2043,Undirected,1
10-752,10-1282,Undirected,1
50-353,10-1027,Undirected,1
10-830,10-1645,Undirected,1
50-2519,10-671,Undirected,1
40-272,50-826,Undirected,1
10-848,10-1270,Undirected,1
50-1867,50-2867,Undirected,1
40-273,50-2238,Undirected,1
50-552,10-860,Undirected,1
50-853,10-742,Undirected,1
40-403,50-2961,Undirected,1
50-2422,10-1975,Undirected,1
40-443,10-2201,Undirected,1
50-559,10-2654,Undirected,1
50-2418,50-2673,Undirected,1
50-929,50-1632,Undirected,1
50-2534,50-3120,Undirected,1
50-791,50-1851,Undirected,1
50-138,50-3086,Undirected,1
50-371,50-400,Undirected,1
10-403,10-1156,Undirected,1
50-375,50-2338,Undirected,1
50-3203,10-1609,Undirected,1
10-1895,20-272,Undirected,1
50-446,10-2828,Undirected,1
50-1193,10-1125,Undirected,1
50-1878,50-2951,Undirected,1
50-943,10-594,Undirected,1
10-532,10-2909,Undirected,1
50-858,10-1403,Undirected,1
50-513,50-2943,Undirected,1
40-424,40-471,Undirected,1
50-1440,10-2736,Undirected,1
40-399,50-937,Undirected,1
50-238,50-2370,Undirected,1
50-2822,10-755,Undirected,1
10-223,20-286,Undirected,1
40-134,50-1487,Undirected,1
50-27,10-2916,Undirected,1
40-519,10-500,Undirected,1
50-2965,20-411,Undirected,1
40-145,50-1539,Undirected,1
50-2082,50-2885,Undirected,1
40-229,50-2457,Undirected,1
40-469,50-3179,Undirected,1
50-1599,50-2040,Undirected,1
50-2125,50-2220,Undirected,1
50-2953,10-167,Undirected,1
50-444,50-1917,Undirected,1
50-625,50-3145,Undirected,1
50-573,50-2552,Undirected,1
10-1394,10-2203,Undirected,1
50-566,10-2499,Undirected,1
50-76,50-351,Undirected,1
10-1162,20-116,Undirected,1
50-2215,50-2603,Undirected,1
10-619,10-1495,Undirected,1
50-621,50-2457,Undirected,1
50-1114,10-2806,Undirected,1
50-621,10-2712,Undirected,1
50-200,50-1195,Undirected,1
50-1292,50-2352,Undirected,1
50-334,10-931,Undirected,1
40-215,50-2761,Undirected,1
40-533,50-1947,Undirected,1
50-1374,50-2856,Undirected,1
50-1046,50-2531,Undirected,1
50-2925,10-1471,Undirected,1
50-2379,10-119,Undirected,1
50-3126,10-2882,Undirected,1
40-435,50-2683,Undirected,1
40-105,50-2219,Undirected,1
50-2641,10-753,Undirected,1
50-2755,10-2203,Undirected,1
50-2507,10-2321,Undirected,1
50-543,50-2299,Undirected,1
50-271,50-3062,Undirected,1
40-376,50-2043,Undirected,1
50-1231,50-1452,Undirected,1
50-1423,50-2587,Undirected,1
50-244,10-1121,Undirected,1
50-85,50-2764,Undirected,1
50-2642,10-491,Undirected,1
50-890,10-593,Undirected,1
50-2859,10-2695,Undirected,1
50-1717,50-2251,Undirected,1
50-2397,20-222,Undirected,1
50-1669,50-2989,Undirected,1
50-3058,10-37,Undirected,1
50-1081,50-1087,Undirected,1
10-492,10-2207,Undirected,1
50-2310,10-2056,Undirected,1
50-1231,50-1318,Undirected,1
50-1812,10-2409,Undirected,1
50-508,50-2472,Undirected,1
50-314,10-120,Undirected,1
10-1581,10-2694,Undirected,1
50-1342,50-1516,Undirected,1
50-2534,50-2742,Undirected,1
50-1503,10-2167,Undirected,1
10-1446,10-2743,Undirected,1
10-718,10-1259,Undirected,1
10-622,10-2383,Undirected,1
50-1775,10-1211,Undirected,1
50-1681,50-1771,Undirected,1
50-510,10-931,Undirected,1
50-2352,10-362,Undirected,1
50-1614,10-2212,Undirected,1
50-1506,10-926,Undirected,1
50-1312,50-2364,Undirected,1
50-2083,10-343,Undirected,1
50-1958,10-2117,Undirected,1
50-1448,10-2573,Undirected,1
20-351,20-459,Undirected,1
50-1241,50-2590,Undirected,1
50-995,10-343,Undirected,1
10-1635,20-403,Undirected,1
50-3126,10-174,Undirected,1
50-999,10-1944,Undirected,1
50-1772,50-1904,Undirected,1
50-41,10-430,Undirected,1
50-301,50-390,Undirected,1
50-2604,50-2704,Undirected,1
10-1214,10-2115,Undirected,1
40-454,50-2761,Undirected,1
50-588,50-2080,Undirected,1
50-2272,10-2117,Undirected,1
50-1628,50-1818,Undirected,1
50-1917,10-742,Undirected,1
50-790,50-1344,Undirected,1
40-216,50-1847,Undirected,1
50-1856,10-717,Undirected,1
10-252,10-1752,Undirected,1
50-595,50-2653,Undirected,1
40-215,50-1177,Undirected,1
50-2029,10-1277,Undirected,1
50-1170,20-186,Undirected,1
50-1416,10-388,Undirected,1
50-2232,10-1423,Undirected,1
10-733,10-2058,Undirected,1
50-1059,50-2766,Undirected,1
50-1004,10-62,Undirected,1
10-2682,10-2774,Undirected,1
50-2557,20-339,Undirected,1
50-2119,10-894,Undirected,1
10-872,10-2681,Undirected,1
50-943,50-1916,Undirected,1
50-2405,10-1349,Undirected,1
40-516,10-1487,Undirected,1
50-1225,50-1818,Undirected,1
50-3049,10-416,Undirected,1
10-319,10-3027,Undirected,1
40-34,50-1175,Undirected,1
40-464,10-2904,Undirected,1
10-367,10-902,Undirected,1
10-1522,10-1847,Undirected,1
50-2601,50-2995,Undirected,1
40-351,10-2321,Undirected,1
50-914,50-1796,Undirected,1
50-935,50-1243,Undirected,1
50-2389,50-2644,Undirected,1
50-43,10-1883,Undirected,1
50-2977,10-1604,Undirected,1
50-2531,50-2548,Undirected,1
50-100,50-1906,Undirected,1
50-543,50-2625,Undirected,1
40-519,50-1315,Undirected,1
50-1235,10-362,Undirected,1
50-410,50-1448,Undirected,1
50-1365,10-1257,Undirected,1
10-782,10-1076,Undirected,1
50-2580,50-3104,Undirected,1
40-400,50-2010,Undirected,1
50-3062,10-1071,Undirected,1
50-1443,10-1706,Undirected,1
50-2153,50-2679,Undirected,1
50-785,50-1312,Undirected,1
50-1506,10-2711,Undirected,1
50-657,50-1125,Undirected,1
50-1310,50-1712,Undirected,1
50-415,10-880,Undirected,1
50-2592,10-1829,Undirected,1
40-136,50-1427,Undirected,1
50-641,10-1532,Undirected,1
50-2506,10-128,Undirected,1
50-641,50-3128,Undirected,1
50-281,10-2776,Undirected,1
50-2385,50-3172,Undirected,1
50-253,50-701,Undirected,1
50-2604,50-2972,Undirected,1
50-3203,10-2815,Undirected,1
10-414,10-2475,Undirected,1
10-1379,10-1464,Undirected,1
40-517,10-1067,Undirected,1
10-52,10-160,Undirected,1
50-2138,50-2913,Undirected,1
