Unique Identifier,episode_ref,track_name,date,decade,decade_episode,decade_episode_castaway_name,castaway_ref,std_artist,std_name
18178,2273,Seeräuber Jenny by Lotte Lenya,5/6/1968,60,60-3502,60-3502-margaret drabble,1727,lotte lenya,margaret drabble
18179,2273,Gloomy Sunday by Billie Holiday,5/6/1968,60,60-3503,60-3503-margaret drabble,1727,billie holiday,margaret drabble
18180,2273,Love Duet (from L'incoronazione di Poppea) by Claudio Monteverdi,5/6/1968,60,60-3504,60-3504-margaret drabble,1727,claudio monteverdi,margaret drabble
18181,2273,"Weep You No More, Sad Fountains by John Dowland",5/6/1968,60,60-3505,60-3505-margaret drabble,1727,john dowland,margaret drabble
18182,2273,It Must Be So from Candide by Robert Rounseville,5/6/1968,60,60-3506,60-3506-margaret drabble,1727,robert rounseville,margaret drabble
18183,2273,Brandenburg Concerto No. 3 in G major by Johann Sebastian Bach,5/6/1968,60,60-3507,60-3507-margaret drabble,1727,johann sebastian bach,margaret drabble
18168,2272,In the Shadows by New Concert Orchestra,5/13/1968,60,60-3508,60-3508-leslie sarony,1602,new concert orchestra,leslie sarony
18169,2272,Somebody by The Stargazers,5/13/1968,60,60-3509,60-3509-leslie sarony,1602,the stargazers,leslie sarony
18170,2272,Ol' Man River by Stratford Johns,5/13/1968,60,60-3510,60-3510-leslie sarony,1602,stratford johns,leslie sarony
18171,2272,Nutcracker Suite - Waltz of the flowers by Peter Ilyich Tchaikovsky,5/13/1968,60,60-3511,60-3511-leslie sarony,1602,pyotr ilyich tchaikovsky,leslie sarony
18172,2272,When the Guards are on Parade by The Band of the Grenadier Guards,5/13/1968,60,60-3512,60-3512-leslie sarony,1602,the band,leslie sarony
18173,2272,The Hebrides Overture (Fingal's Cave) by Felix Mendelssohn,5/13/1968,60,60-3513,60-3513-leslie sarony,1602,felix mendelssohn,leslie sarony
18174,2272,The Three Bears by Jack Hylton & His Orchestra,5/13/1968,60,60-3514,60-3514-leslie sarony,1602,jack hylton his orchestra,leslie sarony
18175,2272,Royal Air Force March Past by Central Band of the Royal Air Force,5/13/1968,60,60-3515,60-3515-leslie sarony,1602,the band,leslie sarony
18160,2271,Cantata No. 140: Wachet auf by Johann Sebastian Bach,5/20/1968,60,60-3516,60-3516-trevor nunn,2821,johann sebastian bach,trevor nunn
18161,2271,Symphony No. 7 in A major by Ludwig van Beethoven,5/20/1968,60,60-3517,60-3517-trevor nunn,2821,ludwig van beethoven,trevor nunn
18162,2271,Penny Lane by The Beatles,5/20/1968,60,60-3518,60-3518-trevor nunn,2821,the beatles,trevor nunn
18163,2271,Divertissement for Chamber Orchestra by Jacques Ibert,5/20/1968,60,60-3519,60-3519-trevor nunn,2821,jacques ibert,trevor nunn
18164,2271,Piano Concerto No. 1 in D minor by Johannes Brahms,5/20/1968,60,60-3520,60-3520-trevor nunn,2821,johannes brahms,trevor nunn
18165,2271,The Sound Of Silence by Simon & Garfunkel,5/20/1968,60,60-3521,60-3521-trevor nunn,2821,simon garfunkel,trevor nunn
18166,2271,Sinfonietta by Leos Janáƒçek,5/20/1968,60,60-3522,60-3522-trevor nunn,2821,leos janacek,trevor nunn
18167,2271,Masters of War by Bob Dylan,5/20/1968,60,60-3523,60-3523-trevor nunn,2821,bob dylan,trevor nunn
18152,2270,Gaude gloriosa Dei mater by Thomas Tallis,5/27/1968,60,60-3524,60-3524-dame janet baker,541,thomas tallis,dame janet baker
18153,2270,Psalm 51 by King's College Chapel Choir,5/27/1968,60,60-3525,60-3525-dame janet baker,541,king s college chapel choir,dame janet baker
18154,2270,Let Me Not to the Marriage of True Minds (Sonnet 116) by William Shakespeare,5/27/1968,60,60-3526,60-3526-dame janet baker,541,william shakespeare,dame janet baker
18155,2270,"Birthday Ode 'Welcome, welcome, glorious morn' by Henry Purcell",5/27/1968,60,60-3527,60-3527-dame janet baker,541,henry purcell,dame janet baker
18156,2270,Stabat mater (from Four Sacred Pieces) by Giuseppe Verdi,5/27/1968,60,60-3528,60-3528-dame janet baker,541,giuseppe verdi,dame janet baker
18157,2270,Harpsichord Sonata in G major by Domenico Scarlatti,5/27/1968,60,60-3529,60-3529-dame janet baker,541,domenico scarlatti,dame janet baker
18158,2270,Cantata No. 10: Meine Seel erhebt den Herrn by Johann Sebastian Bach,5/27/1968,60,60-3530,60-3530-dame janet baker,541,johann sebastian bach,dame janet baker
18159,2270,The Dream of Gerontius - Praise to the Holiest by Edward Elgar,5/27/1968,60,60-3531,60-3531-dame janet baker,541,edward elgar,dame janet baker
18144,2269,The Sweet Primrose by Philip Tanner,6/3/1968,60,60-3532,60-3532-sir gordon russell,2565,philip tanner,sir gordon russell
18145,2269,Allemande and Corrente in G Minor by Carl Dolmetsch,6/3/1968,60,60-3533,60-3533-sir gordon russell,2565,carl dolmetsch,sir gordon russell
18146,2269,Galliard by William Byrd,6/3/1968,60,60-3534,60-3534-sir gordon russell,2565,william byrd,sir gordon russell
18147,2269,Magnificat by André Isoir,6/3/1968,60,60-3535,60-3535-sir gordon russell,2565,andre isoir,sir gordon russell
18148,2269,"Sweet Kate by Wilfrid Brown, Eileen Poulter & David Channon",6/3/1968,60,60-3536,60-3536-sir gordon russell,2565,wilfrid brown eileen poulter david channon,sir gordon russell
18149,2269,Water Music by George Frideric Handel,6/3/1968,60,60-3537,60-3537-sir gordon russell,2565,george frideric handel,sir gordon russell
18150,2269,"Die Forelle (The Trout), D550 by Franz Schubert",6/3/1968,60,60-3538,60-3538-sir gordon russell,2565,franz schubert,sir gordon russell
18151,2269,A Little Of What You Fancy Does You Good by Marie Lloyd,6/3/1968,60,60-3539,60-3539-sir gordon russell,2565,marie lloyd,sir gordon russell
18136,2268,Do-Re-Mi (from The Sound of Music) by Julie Andrews,6/10/1968,60,60-3540,60-3540-colin cowdrey,490,julie andrews,colin cowdrey
18137,2268,"We Shall Fight on the Beaches (speech, 4 June 1940) by Winston Churchill",6/10/1968,60,60-3541,60-3541-colin cowdrey,490,winston churchill,colin cowdrey
18138,2268,A policeman's lot (from The Pirates of Penzance) by Arthur Sullivan,6/10/1968,60,60-3542,60-3542-colin cowdrey,490,arthur sullivan,colin cowdrey
18139,2268,Jamaica Farewell by Nina & Frederik,6/10/1968,60,60-3543,60-3543-colin cowdrey,490,nina frederik,colin cowdrey
18140,2268,The Carnival is Over by The Seekers,6/10/1968,60,60-3544,60-3544-colin cowdrey,490,the seekers,colin cowdrey
18141,2268,"Cowdrey's 100 (Highlights of the 1950 Fifth Test Match, England v South Africa) by John Arlott & Richie Benaud",6/10/1968,60,60-3545,60-3545-colin cowdrey,490,john arlott,colin cowdrey
18142,2268,We'll Keep A Welcome by Harry Secombe,6/10/1968,60,60-3546,60-3546-colin cowdrey,490,harry secombe,colin cowdrey
18143,2268,Praise my Soul the King of Heaven by Choirs of Westminster Abbey and HM Chapels Royal,6/10/1968,60,60-3547,60-3547-colin cowdrey,490,choirs of westminster abbey and hm chapels royal,colin cowdrey
18128,2267,What A Wonderful World by Louis Armstrong,6/17/1968,60,60-3548,60-3548-henry hall,1103,louis armstrong,henry hall
18129,2267,"Etude in G flat major, Op. 10/5",6/17/1968,60,60-3549,60-3549-henry hall,1103,etude in g flat major op 10 5,henry hall
18131,2267,Somewhere My Love (Lara's Theme) by MGM Studio Orchestra,6/17/1968,60,60-3550,60-3550-henry hall,1103,mgm studio orchestra,henry hall
18132,2267,Dis Donc by Zizi Jeanmaire,6/17/1968,60,60-3551,60-3551-henry hall,1103,zizi jeanmaire,henry hall
18133,2267,Caprice Viennois by Fritz Kreisler,6/17/1968,60,60-3552,60-3552-henry hall,1103,fritz kreisler,henry hall
18134,2267,Where are the Shows? by Anne Rogers & Ian Carmichael,6/17/1968,60,60-3553,60-3553-henry hall,1103,anne rogers,henry hall
18135,2267,Rhapsody in Blue by George Gershwin,6/17/1968,60,60-3554,60-3554-henry hall,1103,george gershwin,henry hall
18120,2266,"Waltz in A flat major, Op. 34/1",6/24/1968,60,60-3555,60-3555-eleanor bron,805,frédéric chopin,eleanor bron
18121,2266,Clarinet Sonata No. 2 in E flat major by Johannes Brahms,6/24/1968,60,60-3556,60-3556-eleanor bron,805,johannes brahms,eleanor bron
18122,2266,I Don't Know You Anymore by Dinah Washington,6/24/1968,60,60-3557,60-3557-eleanor bron,805,dinah washington,eleanor bron
18123,2266,"Violin Sonata No. 6 in G major, BWV 1019 by Johann Sebastian Bach",6/24/1968,60,60-3558,60-3558-eleanor bron,805,johann sebastian bach,eleanor bron
18124,2266,Elsa by Bill Evans Trio,6/24/1968,60,60-3559,60-3559-eleanor bron,805,bill evans,eleanor bron
18125,2266,Ay-Round the Corner by Jo Stafford,6/24/1968,60,60-3560,60-3560-eleanor bron,805,jo stafford,eleanor bron
18126,2266,"Im Frühling, D882 by Franz Schubert",6/24/1968,60,60-3561,60-3561-eleanor bron,805,franz schubert,eleanor bron
18127,2266,String Quintet No. 4 in G minor by Wolfgang Amadeus Mozart,6/24/1968,60,60-3562,60-3562-eleanor bron,805,wolfgang amadeus mozart,eleanor bron
18112,2265,Clarinet Quintet in A major by Wolfgang Amadeus Mozart,7/1/1968,60,60-3563,60-3563-sir gilbert inglefield,2564,wolfgang amadeus mozart,sir gilbert inglefield
18113,2265,Banks of Green Willow by George Butterworth,7/1/1968,60,60-3564,60-3564-sir gilbert inglefield,2564,george butterworth,sir gilbert inglefield
18114,2265,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,7/1/1968,60,60-3565,60-3565-sir gilbert inglefield,2564,ludwig van beethoven,sir gilbert inglefield
18115,2265,"St Matthew Passion - Wahrlich, dieser ist Gottes sohn gewesen by Johann Sebastian Bach",7/1/1968,60,60-3566,60-3566-sir gilbert inglefield,2564,johann sebastian bach,sir gilbert inglefield
18116,2265,Dies irae (from Requiem Mass) by Giuseppe Verdi,7/1/1968,60,60-3567,60-3567-sir gilbert inglefield,2564,giuseppe verdi,sir gilbert inglefield
18117,2265,Four Sea Interludes from Peter Grimes - Sunday Morning by Benjamin Britten,7/1/1968,60,60-3568,60-3568-sir gilbert inglefield,2564,benjamin britten,sir gilbert inglefield
18118,2265,Variations on the St Antoni Chorale by Johannes Brahms,7/1/1968,60,60-3569,60-3569-sir gilbert inglefield,2564,johannes brahms,sir gilbert inglefield
18119,2265,Nightingale Chorus (from Solomon) by George Frideric Handel,7/1/1968,60,60-3570,60-3570-sir gilbert inglefield,2564,george frideric handel,sir gilbert inglefield
18104,2264,Cabaret by Jill Haworth & Harold Hastings Orchestra,7/8/1968,60,60-3571,60-3571-francis durbridge,897,jill haworth,francis durbridge
18105,2264,"Nocturne in B flat minor, Op. 9/1",7/8/1968,60,60-3572,60-3572-francis durbridge,897,nocturne in b flat minor op 9 1,francis durbridge
18106,2264,Do I Hear a Waltz? by Sammy Davis Jr.,7/8/1968,60,60-3573,60-3573-francis durbridge,897,sammy davis jr,francis durbridge
18107,2264,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,7/8/1968,60,60-3574,60-3574-francis durbridge,897,ludwig van beethoven,francis durbridge
18108,2264,Manhattan by Mickey Rooney,7/8/1968,60,60-3575,60-3575-francis durbridge,897,mickey rooney,francis durbridge
18109,2264,Scheherazade by Nikolai Rimsky-Korsakov,7/8/1968,60,60-3576,60-3576-francis durbridge,897,nikolai rimsky korsakov,francis durbridge
18110,2264,Nina (from Sigh No More) by Noël Coward,7/8/1968,60,60-3577,60-3577-francis durbridge,897,noel coward,francis durbridge
18111,2264,Ilona by Jack Cassidy,7/8/1968,60,60-3578,60-3578-francis durbridge,897,jack cassidy,francis durbridge
18096,2263,"Oh, Listen to the Band by GUS [Footwear] Band",7/15/1968,60,60-3579,60-3579-thora hird,2773,gus footwear band,thora hird
18097,2263,Méditation (from Thaïs) by Jules Massenet,7/15/1968,60,60-3580,60-3580-thora hird,2773,jules massenet,thora hird
18098,2263,Chicken Reel Square Dance by Guy Lombardo & His Royal Canadians,7/15/1968,60,60-3581,60-3581-thora hird,2773,guy lombardo his royal canadians,thora hird
18099,2263,Keltic Lament by Jacques Orchestra,7/15/1968,60,60-3582,60-3582-thora hird,2773,jacques orchestra,thora hird
18100,2263,Big Noise from Winnetka by Tommy Kinsman Orchestra,7/15/1968,60,60-3583,60-3583-thora hird,2773,tommy kinsman orchestra,thora hird
18101,2263,Symphony No. 8 in B minor 'Unfinished' by Franz Schubert,7/15/1968,60,60-3584,60-3584-thora hird,2773,franz schubert,thora hird
18102,2263,Comin' Home Baby by Mel Tormé,7/15/1968,60,60-3585,60-3585-thora hird,2773,mel torme,thora hird
18103,2263,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,7/15/1968,60,60-3586,60-3586-thora hird,2773,antonin dvorak,thora hird
18088,2262,Swanee by Tommy Dorsey and His Orchestra,7/22/1968,60,60-3587,60-3587-eric shipton,850,tommy dorsey,eric shipton
18089,2262,Ballet Music (from Faust) by Charles-François Gounod,7/22/1968,60,60-3588,60-3588-eric shipton,850,charles francois gounod,eric shipton
18090,2262,"Room With a View / Dance, Little Lady by Noël Coward",7/22/1968,60,60-3589,60-3589-eric shipton,850,noel coward,eric shipton
18091,2262,London Pride by Noël Coward,7/22/1968,60,60-3590,60-3590-eric shipton,850,noel coward,eric shipton
18092,2262,"Etude in E major, Op. 10/3",7/22/1968,60,60-3591,60-3591-eric shipton,850,etude in e major op 10 3,eric shipton
18093,2262,These Foolish Things,7/22/1968,60,60-3592,60-3592-eric shipton,850,these foolish things,eric shipton
18094,2262,The Glow Worm by Boston Pops Orchestra,7/22/1968,60,60-3593,60-3593-eric shipton,850,boston pops orchestra,eric shipton
18080,2261,Piano Concerto No. 1 in B flat minor by Peter Ilyich Tchaikovsky,7/29/1968,60,60-3594,60-3594-edward chapman,790,pyotr ilyich tchaikovsky,edward chapman
18081,2261,Now You Has Jazz by Bing Crosby & Louis Armstrong,7/29/1968,60,60-3595,60-3595-edward chapman,790,louis armstrong,edward chapman
18082,2261,On the Road to Mandalay by Owen Brannigan & Ernest Lush,7/29/1968,60,60-3596,60-3596-edward chapman,790,owen brannigan,edward chapman
18083,2261,I Learned About Women from Her by Frank Crumit,7/29/1968,60,60-3597,60-3597-edward chapman,790,frank crumit,edward chapman
18084,2261,Orchestral Suite No. 3 in D major - 2nd movement  (Air on a G string) by Johann Sebastian Bach,7/29/1968,60,60-3598,60-3598-edward chapman,790,johann sebastian bach,edward chapman
18085,2261,My Blue Heaven by Gracie Fields,7/29/1968,60,60-3599,60-3599-edward chapman,790,gracie fields,edward chapman
18086,2261,Violin Sonata in A major by César Franck,7/29/1968,60,60-3600,60-3600-edward chapman,790,cesar franck,edward chapman
18087,2261,I'm Going To See You Today by Joyce Grenfell,7/29/1968,60,60-3601,60-3601-edward chapman,790,joyce grenfell,edward chapman
18072,2260,Blueberry Hill by Louis Armstrong & His All-Stars,8/5/1968,60,60-3602,60-3602-louis armstrong,1680,louis armstrong,louis armstrong
18073,2260,Mack the Knife by Louis Armstrong,8/5/1968,60,60-3603,60-3603-louis armstrong,1680,louis armstrong,louis armstrong
18074,2260,People by Barbra Streisand,8/5/1968,60,60-3604,60-3604-louis armstrong,1680,barbra streisand,louis armstrong
18075,2260,Bye Bye Blues by Guy Lombardo & His Royal Canadians,8/5/1968,60,60-3605,60-3605-louis armstrong,1680,guy lombardo his royal canadians,louis armstrong
18076,2260,"Bess, You Is My Woman Now (from Porgy and Bess) by Ella Fitzgerald & Louis Armstrong",8/5/1968,60,60-3606,60-3606-louis armstrong,1680,louis armstrong,louis armstrong
18077,2260,New Orleans by Bobby Hackett's Band,8/5/1968,60,60-3607,60-3607-louis armstrong,1680,bobby hackett,louis armstrong
18078,2260,Stars Fell On Alabama by Louis Armstrong & His All-Stars,8/5/1968,60,60-3608,60-3608-louis armstrong,1680,louis armstrong,louis armstrong
18079,2260,What A Wonderful World by Louis Armstrong,8/5/1968,60,60-3609,60-3609-louis armstrong,1680,louis armstrong,louis armstrong
18064,2259,"Ecco, ridente in cielo (from The Barber of Seville) by Gioachino Rossini",8/12/1968,60,60-3610,60-3610-sir francis mclean,2554,gioachino rossini,sir francis mclean
18065,2259,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,8/12/1968,60,60-3611,60-3611-sir francis mclean,2554,antonin dvorak,sir francis mclean
18066,2259,O silver moon (from Rusalka) by Antonín Dvořák,8/12/1968,60,60-3612,60-3612-sir francis mclean,2554,antonin dvorak,sir francis mclean
18067,2259,Czak Egy Kislany Van a Vilagon by Kalmár Pál,8/12/1968,60,60-3613,60-3613-sir francis mclean,2554,kalmar pal,sir francis mclean
18068,2259,Montagues and Capulets (from Romeo and Juliet Suite No. 2) by Sergei Prokofiev,8/12/1968,60,60-3614,60-3614-sir francis mclean,2554,sergei prokofiev,sir francis mclean
18069,2259,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,8/12/1968,60,60-3615,60-3615-sir francis mclean,2554,wolfgang amadeus mozart,sir francis mclean
18070,2259,Ascot Gavotte from My Fair Lady,8/12/1968,60,60-3616,60-3616-sir francis mclean,2554,ascot gavotte from my fair lady,sir francis mclean
18071,2259,Boum! by Charles Trenet,8/12/1968,60,60-3617,60-3617-sir francis mclean,2554,charles trenet,sir francis mclean
18056,2258,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",8/19/1968,60,60-3618,60-3618-carlo maria giulini,391,ludwig van beethoven,carlo maria giulini
18057,2258,"Impromptu in A flat major, D935 No. 2 by Franz Schubert",8/19/1968,60,60-3619,60-3619-carlo maria giulini,391,franz schubert,carlo maria giulini
18058,2258,Symphony No. 36 in C major 'Linz' by Wolfgang Amadeus Mozart,8/19/1968,60,60-3620,60-3620-carlo maria giulini,391,wolfgang amadeus mozart,carlo maria giulini
18059,2258,Symphony No. 3 in E flat major 'Eroica' by Ludwig van Beethoven,8/19/1968,60,60-3621,60-3621-carlo maria giulini,391,ludwig van beethoven,carlo maria giulini
18060,2258,Symphony No. 4 in E minor by Johannes Brahms,8/19/1968,60,60-3622,60-3622-carlo maria giulini,391,johannes brahms,carlo maria giulini
18061,2258,Fêtes (from Nocturnes) by Claude Debussy,8/19/1968,60,60-3623,60-3623-carlo maria giulini,391,claude debussy,carlo maria giulini
18062,2258,Rigoletto Act 3 by Giuseppe Verdi,8/19/1968,60,60-3624,60-3624-carlo maria giulini,391,giuseppe verdi,carlo maria giulini
18063,2258,Credo in un Dio crudel (from Otello) by Giuseppe Verdi,8/19/1968,60,60-3625,60-3625-carlo maria giulini,391,giuseppe verdi,carlo maria giulini
18048,2257,El Amor Brujo by Manuel de Falla,8/26/1968,60,60-3626,60-3626-edwige feuillere,798,manuel de falla,edwige feuillere
18049,2257,Piano Concerto in A Minor by Edvard Grieg,8/26/1968,60,60-3627,60-3627-edwige feuillere,798,edvard grieg,edwige feuillere
18050,2257,Il Combattimento di Tancredi e Clorinda by Claudio Monteverdi,8/26/1968,60,60-3628,60-3628-edwige feuillere,798,claudio monteverdi,edwige feuillere
18051,2257,Ombra mai fu (Largo) (from Xerxes) by George Frideric Handel,8/26/1968,60,60-3629,60-3629-edwige feuillere,798,george frideric handel,edwige feuillere
18052,2257,Peripatos by Manos Hadjidakis,8/26/1968,60,60-3630,60-3630-edwige feuillere,798,manos hadjidakis,edwige feuillere
18053,2257,Alabama Song by Lotte Lenya,8/26/1968,60,60-3631,60-3631-edwige feuillere,798,lotte lenya,edwige feuillere
18054,2257,The Consul - Act 2 Scene 2 by Gian Carlo Menotti,8/26/1968,60,60-3632,60-3632-edwige feuillere,798,gian carlo menotti,edwige feuillere
18055,2257,"Non, Je Ne Regrette Rien by Édith Piaf",8/26/1968,60,60-3633,60-3633-edwige feuillere,798,edith piaf,edwige feuillere
18040,2256,Landfall in Unknown Seas by Allen Curnow,9/2/1968,60,60-3634,60-3634-dame ngaio marsh,549,allen curnow,dame ngaio marsh
18041,2256,The School for Scandal (Act 2 Scene 1) by Richard Brinsley Sheridan,9/2/1968,60,60-3635,60-3635-dame ngaio marsh,549,richard brinsley sheridan,dame ngaio marsh
18042,2256,When that I was and a little tiny boy (from Twelfth Night) by William Shakespeare,9/2/1968,60,60-3636,60-3636-dame ngaio marsh,549,william shakespeare,dame ngaio marsh
18043,2256,Uncle Vanya - Act 3 by Anton Chekhov,9/2/1968,60,60-3637,60-3637-dame ngaio marsh,549,anton chekhov,dame ngaio marsh
18044,2256,String Quintet No. 4 in G minor by Wolfgang Amadeus Mozart,9/2/1968,60,60-3638,60-3638-dame ngaio marsh,549,wolfgang amadeus mozart,dame ngaio marsh
18045,2256,Act 4 Prologue (from Henry V) by William Shakespeare,9/2/1968,60,60-3639,60-3639-dame ngaio marsh,549,william shakespeare,dame ngaio marsh
18046,2256,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,9/2/1968,60,60-3640,60-3640-dame ngaio marsh,549,johann sebastian bach,dame ngaio marsh
18047,2256,With a Little Bit of Luck by Stanley Holloway,9/2/1968,60,60-3641,60-3641-dame ngaio marsh,549,stanley holloway,dame ngaio marsh
18032,2255,Viola Concerto in A minor by William Walton,9/9/1968,60,60-3642,60-3642-richard rodney bennett,2292,william walton,richard rodney bennett
18033,2255,Jump for Joy by Sarah Vaughan,9/9/1968,60,60-3643,60-3643-richard rodney bennett,2292,sarah vaughan,richard rodney bennett
18034,2255,The Rite of Spring by Igor Stravinsky,9/9/1968,60,60-3644,60-3644-richard rodney bennett,2292,igor stravinsky,richard rodney bennett
18035,2255,For All We Know by Billie Holiday,9/9/1968,60,60-3645,60-3645-richard rodney bennett,2292,billie holiday,richard rodney bennett
18036,2255,I'm Gonna Move to the Outskirts of Town by Lou Rawls,9/9/1968,60,60-3646,60-3646-richard rodney bennett,2292,lou rawls,richard rodney bennett
18037,2255,Jeux by Claude Debussy,9/9/1968,60,60-3647,60-3647-richard rodney bennett,2292,claude debussy,richard rodney bennett
18038,2255,Ten Cents a Dance by Shirley Horn,9/9/1968,60,60-3648,60-3648-richard rodney bennett,2292,shirley horn,richard rodney bennett
18039,2255,I'm Hip by Blossom Dearie,9/9/1968,60,60-3649,60-3649-richard rodney bennett,2292,blossom dearie,richard rodney bennett
18024,2254,Mah Lindy Lou by Paul Robeson,9/16/1968,60,60-3650,60-3650-dame anne godwin,527,paul robeson,dame anne godwin
18025,2254,Concerto for Flute & Harp in C Major by Wolfgang Amadeus Mozart,9/16/1968,60,60-3651,60-3651-dame anne godwin,527,wolfgang amadeus mozart,dame anne godwin
18026,2254,Journey Of The Magi by T. S. Eliot,9/16/1968,60,60-3652,60-3652-dame anne godwin,527,t s eliot,dame anne godwin
18027,2254,The Immortal Hour by Rutland Boughton,9/16/1968,60,60-3653,60-3653-dame anne godwin,527,rutland boughton,dame anne godwin
18028,2254,Trumpet Voluntary by Jeremiah Clarke,9/16/1968,60,60-3654,60-3654-dame anne godwin,527,jeremiah clarke,dame anne godwin
18029,2254,Valentine by Maurice Chevalier,9/16/1968,60,60-3655,60-3655-dame anne godwin,527,maurice chevalier,dame anne godwin
18030,2254,"Fantasy in F minor, Op.49 by Frédéric Chopin",9/16/1968,60,60-3656,60-3656-dame anne godwin,527,frédéric chopin,dame anne godwin
18031,2254,Piano Concerto in A Minor by Edvard Grieg,9/16/1968,60,60-3657,60-3657-dame anne godwin,527,edvard grieg,dame anne godwin
18016,2253,The Bridge by Sonny Rollins,9/23/1968,60,60-3658,60-3658-marty feldman,1785,sonny rollins,marty feldman
18017,2253,"Concerto in D Minor for Oboe, Strings and Continuo (Opus 9 No 2) by Tomaso Giovanni Albinoni",9/23/1968,60,60-3659,60-3659-marty feldman,1785,tomaso giovanni albinoni,marty feldman
18018,2253,Parker's Mood by Charlie Parker,9/23/1968,60,60-3660,60-3660-marty feldman,1785,charlie parker,marty feldman
18019,2253,Symphonie Fantastique by Hector Berlioz,9/23/1968,60,60-3661,60-3661-marty feldman,1785,hector berlioz,marty feldman
18020,2253,God Bless The Child by Billie Holiday,9/23/1968,60,60-3662,60-3662-marty feldman,1785,billie holiday,marty feldman
18021,2253,Oh Mr Porter by Mammoth Gavioli Fair Organ,9/23/1968,60,60-3663,60-3663-marty feldman,1785,mammoth gavioli fair organ,marty feldman
18022,2253,Wednesday Night Prayer Meeting,9/23/1968,60,60-3664,60-3664-marty feldman,1785,wednesday night prayer meeting,marty feldman
18023,2253,Le Roi David by Arthur Honegger,9/23/1968,60,60-3665,60-3665-marty feldman,1785,arthur honegger,marty feldman
18008,2252,The Knack (Opening Theme),9/30/1968,60,60-3666,60-3666-richard lester,2286,the knack opening theme,richard lester
18009,2252,Trois Gymnopédies by Erik Satie,9/30/1968,60,60-3667,60-3667-richard lester,2286,erik satie,richard lester
18010,2252,Piano Concerto in G Major by Maurice Ravel,9/30/1968,60,60-3668,60-3668-richard lester,2286,maurice ravel,richard lester
18011,2252,Yesterday by Ray Charles,9/30/1968,60,60-3669,60-3669-richard lester,2286,ray charles,richard lester
18012,2252,The Times They are A-Changin' by Bob Dylan,9/30/1968,60,60-3670,60-3670-richard lester,2286,bob dylan,richard lester
18013,2252,Doina Oltului by Dubre Constantin & United Folk Orchestra,9/30/1968,60,60-3671,60-3671-richard lester,2286,dubre constantin united folk orchestra,richard lester
18014,2252,Son of Suzy Creamcheese by The Mothers of Invention,9/30/1968,60,60-3672,60-3672-richard lester,2286,the mothers of invention,richard lester
18015,2252,Symphony No. 3 by Aaron Copland,9/30/1968,60,60-3673,60-3673-richard lester,2286,aaron copland,richard lester
18000,2251,Nutcracker Suite - Dance of the Sugar Plum Fairy by Peter Ilyich Tchaikovsky,10/7/1968,60,60-3674,60-3674-billy russell,313,pyotr ilyich tchaikovsky,billy russell
18001,2251,Largo al factotum (from The Barber of Seville) by Gioachino Rossini,10/7/1968,60,60-3675,60-3675-billy russell,313,gioachino rossini,billy russell
18002,2251,Ballet Music (from Faust) by Charles-François Gounod,10/7/1968,60,60-3676,60-3676-billy russell,313,charles francois gounod,billy russell
18003,2251,Liebesträum No. 3 in A flat major by Franz Liszt,10/7/1968,60,60-3677,60-3677-billy russell,313,franz liszt,billy russell
18004,2251,I Could Have Danced All Night by Julie Andrews & Philippa Bevans,10/7/1968,60,60-3678,60-3678-billy russell,313,julie andrews,billy russell
18005,2251,Ombra mai fu (Largo) (from Xerxes) by George Frideric Handel,10/7/1968,60,60-3679,60-3679-billy russell,313,george frideric handel,billy russell
18006,2251,Waltz (from Masquerade Suite) by Aram Khachaturian,10/7/1968,60,60-3680,60-3680-billy russell,313,aram khachaturian,billy russell
18007,2251,The Lord's Prayer by Gracie Fields,10/7/1968,60,60-3681,60-3681-billy russell,313,gracie fields,billy russell
17992,2250,Serenade No. 13 in G major 'Eine kleine Nachtmusik' by Wolfgang Amadeus Mozart,10/14/1968,60,60-3682,60-3682-raymond postgate,2240,wolfgang amadeus mozart,raymond postgate
17993,2250,Anna Livia Plurabelle from Finnegans Wake by James Joyce,10/14/1968,60,60-3683,60-3683-raymond postgate,2240,james joyce,raymond postgate
17994,2250,If You Were the Only Girl in the World by Violet Loraine & George Robey,10/14/1968,60,60-3684,60-3684-raymond postgate,2240,george robey violet loraine,raymond postgate
17995,2250,Greater Love  from The Days of Wilfred Owen by Wilfred Owen,10/14/1968,60,60-3685,60-3685-raymond postgate,2240,wilfred owen,raymond postgate
17996,2250,Moi J' Crache Dans L'Eau by Lucienne Boyer,10/14/1968,60,60-3686,60-3686-raymond postgate,2240,lucienne boyer,raymond postgate
17997,2250,"Lullaby of Broadway by Henry Mancini, His Orchestra & Chorus",10/14/1968,60,60-3687,60-3687-raymond postgate,2240,henry mancini his orchestra,raymond postgate
17998,2250,Sweeney Among the Nightingales by T. S. Eliot,10/14/1968,60,60-3688,60-3688-raymond postgate,2240,t s eliot,raymond postgate
